existing_block_id,linked_block_request_id,asset_id,section_id,station_code,block_type,start_time,end_time,duration_min,assigned_team,status,operational_priority,source,block_date,start_min,end_min,calculated_duration_min
EB-63403,,AST-6404,SEC-464,LTT,Planned Block,21:29,22:59,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-12-10,1289,1379,90
EB-63404,,AST-4396,SEC-424,RGDA,Maintenance Block,06:44,07:14,30,Track Maintenance Team,Active,High,Existing/Committed,2025-07-11,404,434,30
EB-63405,,AST-5318,SEC-219,CCH,Maintenance Block,14:01,15:16,75,OHE Team,Active,High,Existing/Committed,2024-05-06,841,916,75
EB-63406,,AST-1857,SEC-446,JRC,Maintenance Block,08:18,08:48,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-09-28,498,528,30
EB-63407,,AST-2974,SEC-395,HWH,Maintenance Block,02:19,03:49,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-01-15,139,229,90
EB-63408,,AST-4314,SEC-330,DO,Maintenance Block,14:09,14:54,45,Signal Team,Confirmed,High,Existing/Committed,2024-01-20,849,894,45
EB-63409,,AST-8459,SEC-066,AJNI,Maintenance Block,09:25,09:55,30,Track Maintenance Team,Active,Normal,Existing/Committed,2026-01-01,565,595,30
EB-63410,,AST-5429,SEC-324,DURG,Maintenance Block,01:45,02:45,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-01-01,105,165,60
EB-63411,,AST-1686,SEC-261,HWH,Planned Block,17:54,18:54,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-05-10,1074,1134,60
EB-63412,,AST-3613,SEC-242,PNME,Maintenance Block,11:51,12:51,60,Signal Team,Confirmed,Normal,Existing/Committed,2024-08-01,711,771,60
EB-63413,,AST-6431,SEC-040,RUSD,Maintenance Block,11:51,13:06,75,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-10-27,711,786,75
EB-63414,,AST-6240,SEC-073,BALU,Engineering Block,14:55,15:40,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-05-05,895,940,45
EB-63415,,AST-0074,SEC-036,ARAG,Planned Block,21:11,21:56,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-09-16,1271,1316,45
EB-63416,,AST-4577,SEC-063,PHK,Maintenance Block,03:08,03:53,45,OHE Team,Confirmed,High,Existing/Committed,2025-03-14,188,233,45
EB-63417,,AST-7987,SEC-028,TOK,Maintenance Block,10:14,11:29,75,OHE Team,Confirmed,Normal,Existing/Committed,2024-04-11,614,689,75
EB-63418,,AST-6551,SEC-461,BNW,Maintenance Block,22:06,22:51,45,Track Maintenance Team,Planned,High,Existing/Committed,2024-02-27,1326,1371,45
EB-63419,,AST-5519,SEC-042,LAR,Engineering Block,12:13,14:13,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-04-19,733,853,120
EB-63420,,AST-9424,SEC-294,SAN,Maintenance Block,22:42,23:27,45,Signal Team,Active,High,Existing/Committed,2024-08-12,1362,1407,45
EB-63421,,AST-1158,SEC-023,CPH,Engineering Block,08:12,08:42,30,Signal Team,Active,Normal,Existing/Committed,2024-03-22,492,522,30
EB-63422,,AST-8077,SEC-041,SMBX,Maintenance Block,12:26,13:26,60,Bridge Inspection Team,Active,High,Existing/Committed,2024-09-17,746,806,60
EB-63423,,AST-6308,SEC-282,AGC,Maintenance Block,18:30,19:30,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-02-02,1110,1170,60
EB-63424,,AST-0794,SEC-001,RJP,Maintenance Block,07:17,08:17,60,Signal Team,Confirmed,High,Existing/Committed,2025-04-08,437,497,60
EB-63425,,AST-5527,SEC-105,TDU,Maintenance Block,16:34,18:04,90,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-14,994,1084,90
EB-63426,,AST-8670,SEC-395,FA,Maintenance Block,06:18,08:18,120,Signal Team,Confirmed,Normal,Existing/Committed,2026-03-12,378,498,120
EB-63427,,AST-0097,SEC-018,KPG,Engineering Block,17:53,18:53,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-09-27,1073,1133,60
EB-63428,,AST-5913,SEC-360,KRCD,Maintenance Block,21:44,22:29,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-16,1304,1349,45
EB-63429,,AST-8377,SEC-017,TLD,Maintenance Block,14:08,15:08,60,OHE Team,Planned,High,Existing/Committed,2024-04-12,848,908,60
EB-63430,,AST-1175,SEC-373,KMT,Maintenance Block,00:54,01:39,45,OHE Team,Active,Normal,Existing/Committed,2024-05-17,54,99,45
EB-63431,,AST-8919,SEC-487,BPP,Engineering Block,03:02,03:47,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-01-08,182,227,45
EB-63432,,AST-2242,SEC-282,GMS,Maintenance Block,14:06,14:51,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2023-12-12,846,891,45
EB-63433,,AST-3420,SEC-476,UBL,Engineering Block,14:21,15:06,45,OHE Team,Planned,Normal,Existing/Committed,2025-02-01,861,906,45
EB-63434,,AST-5823,SEC-145,LPI,Maintenance Block,00:12,00:57,45,OHE Team,Planned,High,Existing/Committed,2025-08-08,12,57,45
EB-63435,,AST-9311,SEC-322,DRZ,Maintenance Block,19:30,20:45,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-03-09,1170,1245,75
EB-63436,,AST-4941,SEC-294,EE,Maintenance Block,21:41,23:11,90,OHE Team,Confirmed,Normal,Existing/Committed,2024-10-31,1301,1391,90
EB-63437,,AST-5518,SEC-309,PNDM,Maintenance Block,08:04,09:04,60,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-09-25,484,544,60
EB-63438,,AST-2182,SEC-461,KPG,Planned Block,04:30,05:30,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-10-11,270,330,60
EB-63439,,AST-5959,SEC-054,AJJ,Maintenance Block,15:57,17:27,90,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-09-07,957,1047,90
EB-63440,,AST-0110,SEC-004,DR,Engineering Block,08:31,09:16,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-10-31,511,556,45
EB-63441,,AST-4989,SEC-155,NLR,Engineering Block,09:11,11:11,120,OHE Team,Confirmed,Normal,Existing/Committed,2024-05-29,551,671,120
EB-63442,,AST-7358,SEC-369,NTZ,Maintenance Block,09:55,11:10,75,OHE Team,Confirmed,Normal,Existing/Committed,2024-01-24,595,670,75
EB-63443,,AST-5651,SEC-322,BRC,Maintenance Block,06:31,08:01,90,Signal Team,Confirmed,Normal,Existing/Committed,2025-06-07,391,481,90
EB-63444,,AST-1822,SEC-408,RGDA,Maintenance Block,16:18,17:48,90,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-02-01,978,1068,90
EB-63445,,AST-3394,SEC-221,KY,Engineering Block,03:30,04:30,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-08-25,210,270,60
EB-63446,,AST-3374,SEC-307,DSPN,Engineering Block,16:00,16:30,30,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-04,960,990,30
EB-63447,,AST-2290,SEC-027,KLD,Engineering Block,19:16,20:01,45,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-05-18,1156,1201,45
EB-63448,,AST-7442,SEC-066,KYJ,Planned Block,13:01,14:01,60,Signal Team,Planned,High,Existing/Committed,2024-09-11,781,841,60
EB-63449,,AST-7659,SEC-403,ANND,Engineering Block,00:56,02:11,75,Signal Team,Planned,Normal,Existing/Committed,2025-12-29,56,131,75
EB-63450,,AST-4716,SEC-068,CAN,Engineering Block,13:49,15:49,120,OHE Team,Confirmed,Normal,Existing/Committed,2025-05-23,829,949,120
EB-63451,,AST-8001,SEC-343,BH,Planned Block,08:42,09:27,45,OHE Team,Confirmed,High,Existing/Committed,2024-07-29,522,567,45
EB-63452,,AST-1268,SEC-133,BJP,Maintenance Block,17:54,18:39,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-05-31,1074,1119,45
EB-63453,,AST-4200,SEC-453,BJU,Maintenance Block,05:38,06:38,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-02-02,338,398,60
EB-63454,,AST-3918,SEC-020,BIG,Maintenance Block,09:38,10:53,75,Signal Team,Confirmed,Normal,Existing/Committed,2024-08-27,578,653,75
EB-63455,,AST-3151,SEC-231,GWL,Planned Block,02:22,02:52,30,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-10-12,142,172,30
EB-63456,,AST-5797,SEC-356,KRDH,Engineering Block,23:54,00:54,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-01-28,1434,54,60
EB-63457,,AST-6961,SEC-388,MGS,Maintenance Block,08:47,10:17,90,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-02-17,527,617,90
EB-63458,,AST-2141,SEC-395,JRC,Maintenance Block,00:50,02:05,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2023-12-14,50,125,75
EB-63459,,AST-2400,SEC-270,RANI,Maintenance Block,14:24,14:54,30,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-06-01,864,894,30
EB-63460,,AST-3402,SEC-428,DWV,Maintenance Block,11:42,12:27,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-24,702,747,45
EB-63461,,AST-3199,SEC-296,HPG,Maintenance Block,14:09,16:09,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-03-06,849,969,120
EB-63462,,AST-9034,SEC-194,STR,Engineering Block,20:07,21:22,75,OHE Team,Active,Normal,Existing/Committed,2025-07-25,1207,1282,75
EB-63463,,AST-7034,SEC-167,BYS,Planned Block,18:24,19:54,90,OHE Team,Planned,Normal,Existing/Committed,2024-10-28,1104,1194,90
EB-63464,,AST-4005,SEC-362,ET,Maintenance Block,18:42,19:12,30,Signal Team,Active,Normal,Existing/Committed,2026-06-15,1122,1152,30
EB-63465,,AST-5339,SEC-398,BPQ,Planned Block,08:16,09:16,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-07-28,496,556,60
EB-63466,,AST-3246,SEC-493,JKO,Engineering Block,15:03,16:03,60,Signal Team,Confirmed,Normal,Existing/Committed,2023-12-20,903,963,60
EB-63467,,AST-9639,SEC-310,CPH,Planned Block,21:34,22:34,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-06-19,1294,1354,60
EB-63468,,AST-6171,SEC-387,TIR,Planned Block,09:11,09:56,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-08-02,551,596,45
EB-63469,,AST-6730,SEC-345,ASN,Engineering Block,08:02,08:47,45,Signal Team,Confirmed,High,Existing/Committed,2024-11-11,482,527,45
EB-63470,,AST-0416,SEC-049,SORO,Planned Block,15:10,16:25,75,Signal Team,Planned,Normal,Existing/Committed,2023-12-14,910,985,75
EB-63471,,AST-9020,SEC-402,SRF,Maintenance Block,05:34,06:34,60,Track Maintenance Team,Active,High,Existing/Committed,2025-03-17,334,394,60
EB-63472,,AST-7330,SEC-299,BDC,Maintenance Block,19:38,21:08,90,Track Maintenance Team,Active,Normal,Existing/Committed,2025-08-24,1178,1268,90
EB-63473,,AST-4951,SEC-131,SWM,Maintenance Block,05:32,06:02,30,Signal Team,Confirmed,Normal,Existing/Committed,2026-08-26,332,362,30
EB-63474,,AST-4005,SEC-362,ET,Maintenance Block,01:56,02:56,60,Signal Team,Active,High,Existing/Committed,2025-01-25,116,176,60
EB-63475,,AST-5713,SEC-304,HUP,Maintenance Block,16:33,17:03,30,Track Maintenance Team,Confirmed,High,Existing/Committed,2026-02-07,993,1023,30
EB-63476,,AST-5670,SEC-401,KPD,Maintenance Block,23:31,00:16,45,Bridge Inspection Team,Active,High,Existing/Committed,2025-02-17,1411,16,45
EB-63477,,AST-4926,SEC-350,PSA,Planned Block,23:55,01:10,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-10-12,1435,70,75
EB-63478,,AST-2518,SEC-208,JHD,Maintenance Block,02:48,03:48,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-04,168,228,60
EB-63479,,AST-4220,SEC-222,HAD,Maintenance Block,22:39,23:24,45,OHE Team,Active,Normal,Existing/Committed,2026-03-02,1359,1404,45
EB-63480,,AST-2274,SEC-416,SKY,Planned Block,01:46,02:46,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-10-23,106,166,60
EB-63481,,AST-7818,SEC-055,KSV,Maintenance Block,04:32,06:02,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-03-17,272,362,90
EB-63482,,AST-4016,SEC-019,BWT,Maintenance Block,07:36,08:51,75,OHE Team,Planned,Normal,Existing/Committed,2024-06-24,456,531,75
EB-63483,,AST-5077,SEC-259,DD,Maintenance Block,12:30,13:15,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-02-14,750,795,45
EB-63484,,AST-5062,SEC-014,RMC,Maintenance Block,11:07,11:52,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-09-03,667,712,45
EB-63485,,AST-7709,SEC-252,KBJ,Maintenance Block,15:01,16:01,60,Signal Team,Active,Normal,Existing/Committed,2026-08-10,901,961,60
EB-63486,,AST-2061,SEC-307,NOK,Planned Block,21:33,22:18,45,OHE Team,Active,Normal,Existing/Committed,2024-08-23,1293,1338,45
EB-63487,,AST-9264,SEC-021,KHED,Engineering Block,13:49,14:49,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-02-10,829,889,60
EB-63488,,AST-1588,SEC-021,BD,Engineering Block,19:37,21:37,120,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-10-26,1177,1297,120
EB-63489,,AST-5741,SEC-274,GOC,Maintenance Block,08:47,09:32,45,Signal Team,Confirmed,High,Existing/Committed,2024-02-22,527,572,45
EB-63490,,AST-0450,SEC-043,BALU,Maintenance Block,22:08,22:53,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-10-21,1328,1373,45
EB-63491,,AST-5258,SEC-126,BRGA,Maintenance Block,16:18,17:33,75,Signal Team,Confirmed,Normal,Existing/Committed,2024-09-11,978,1053,75
EB-63492,,AST-3531,SEC-327,CNPR,Maintenance Block,21:29,22:29,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-04-08,1289,1349,60
EB-63493,,AST-7930,SEC-260,ND,Maintenance Block,06:02,08:02,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-08-15,362,482,120
EB-63494,,AST-5881,SEC-035,EKI,Planned Block,20:03,20:48,45,Signal Team,Active,Normal,Existing/Committed,2025-01-12,1203,1248,45
EB-63495,,AST-5582,SEC-051,PTB,Engineering Block,23:32,00:32,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-01-30,1412,32,60
EB-63496,,AST-1675,SEC-410,SIR,Maintenance Block,14:05,15:35,90,Track Maintenance Team,Confirmed,High,Existing/Committed,2025-11-05,845,935,90
EB-63497,,AST-6672,SEC-468,SIOB,Maintenance Block,21:41,22:26,45,OHE Team,Active,Normal,Existing/Committed,2025-05-30,1301,1346,45
EB-63498,,AST-5796,SEC-048,SBG,Maintenance Block,19:56,21:11,75,Track Maintenance Team,Active,High,Existing/Committed,2025-08-27,1196,1271,75
EB-63499,,AST-5769,SEC-318,BH,Maintenance Block,06:25,06:55,30,Track Maintenance Team,Confirmed,High,Existing/Committed,2023-12-28,385,415,30
EB-63500,,AST-0446,SEC-132,MZL,Maintenance Block,17:17,18:02,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-02-19,1037,1082,45
EB-63501,,AST-3719,SEC-331,PAY,Maintenance Block,16:48,17:48,60,OHE Team,Active,Normal,Existing/Committed,2026-01-05,1008,1068,60
EB-63502,,AST-8543,SEC-075,WHM,Maintenance Block,04:52,06:22,90,Signal Team,Confirmed,Normal,Existing/Committed,2026-06-13,292,382,90
EB-63503,,AST-5559,SEC-379,PGW,Maintenance Block,00:51,01:36,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-11-26,51,96,45
EB-63504,,AST-8877,SEC-119,MOT,Maintenance Block,08:20,09:20,60,Signal Team,Active,Normal,Existing/Committed,2024-08-18,500,560,60
EB-63505,,AST-8697,SEC-173,CTC,Maintenance Block,09:19,10:19,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-11-16,559,619,60
EB-63506,,AST-1887,SEC-218,SLN,Maintenance Block,00:56,02:26,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-22,56,146,90
EB-63507,,AST-2890,SEC-450,PNME,Engineering Block,09:06,10:06,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-05-17,546,606,60
EB-63508,,AST-7101,SEC-221,RE,Maintenance Block,20:35,22:05,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-09-01,1235,1325,90
EB-63509,,AST-7812,SEC-088,MLY,Maintenance Block,08:44,09:44,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-06-23,524,584,60
EB-63510,,AST-6174,SEC-424,RWH,Engineering Block,06:24,07:09,45,Track Maintenance Team,Active,Normal,Existing/Committed,2024-06-18,384,429,45
EB-63511,,AST-4311,SEC-058,KMT,Maintenance Block,11:15,12:00,45,Signal Team,Planned,Normal,Existing/Committed,2024-03-03,675,720,45
EB-63512,,AST-7421,SEC-162,BAM,Maintenance Block,06:02,06:47,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-03-19,362,407,45
EB-63513,,AST-8799,SEC-345,BHS,Maintenance Block,16:26,17:11,45,OHE Team,Planned,Normal,Existing/Committed,2024-09-24,986,1031,45
EB-63514,,AST-7314,SEC-452,BPP,Maintenance Block,07:23,08:08,45,Bridge Inspection Team,Planned,High,Existing/Committed,2024-11-14,443,488,45
EB-63515,,AST-2043,SEC-197,GWL,Maintenance Block,21:21,22:06,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-09-04,1281,1326,45
EB-63516,,AST-2994,SEC-151,SSKA,Planned Block,11:45,13:45,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-02-04,705,825,120
EB-63517,,AST-8117,SEC-385,GVD,Planned Block,17:12,18:12,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-05-27,1032,1092,60
EB-63518,,AST-6164,SEC-269,TEL,Maintenance Block,22:45,23:45,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-10-23,1365,1425,60
EB-63519,,AST-3767,SEC-419,GAM,Maintenance Block,04:49,06:04,75,OHE Team,Confirmed,Normal,Existing/Committed,2024-02-21,289,364,75
EB-63520,,AST-1126,SEC-454,MKA,Maintenance Block,01:11,01:56,45,Signal Team,Active,Normal,Existing/Committed,2026-05-14,71,116,45
EB-63521,,AST-5721,SEC-459,AWR,Engineering Block,10:30,11:15,45,OHE Team,Planned,Normal,Existing/Committed,2025-02-24,630,675,45
EB-63522,,AST-7395,SEC-343,SASN,Maintenance Block,16:06,16:51,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-10-30,966,1011,45
EB-63523,,AST-1209,SEC-471,KSJ,Maintenance Block,06:22,07:37,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-12-10,382,457,75
EB-63524,,AST-5558,SEC-461,FUT,Maintenance Block,19:26,21:26,120,Track Maintenance Team,Active,Normal,Existing/Committed,2024-03-14,1166,1286,120
EB-63525,,AST-1937,SEC-054,MJS,Maintenance Block,20:15,21:00,45,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-02-02,1215,1260,45
EB-63526,,AST-3861,SEC-429,AWY,Maintenance Block,17:21,18:51,90,Bridge Inspection Team,Active,High,Existing/Committed,2024-11-13,1041,1131,90
EB-63527,,AST-9245,SEC-339,MSH,Maintenance Block,06:02,07:32,90,Bridge Inspection Team,Confirmed,High,Existing/Committed,2023-12-28,362,452,90
EB-63528,,AST-1163,SEC-311,SA,Maintenance Block,19:53,20:23,30,OHE Team,Confirmed,Normal,Existing/Committed,2025-12-30,1193,1223,30
EB-63529,,AST-4431,SEC-017,KAYR,Maintenance Block,03:15,04:30,75,OHE Team,Confirmed,Normal,Existing/Committed,2026-04-20,195,270,75
EB-63530,,AST-0748,SEC-366,KUR,Maintenance Block,22:59,23:44,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-06-05,1379,1424,45
EB-63531,,AST-3949,SEC-261,FL,Maintenance Block,18:00,19:00,60,Track Maintenance Team,Active,Normal,Existing/Committed,2024-08-11,1080,1140,60
EB-63532,,AST-3796,SEC-248,CNBI,Maintenance Block,18:16,19:01,45,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-09-04,1096,1141,45
EB-63533,,AST-2766,SEC-463,BOE,Engineering Block,16:10,16:55,45,OHE Team,Planned,Normal,Existing/Committed,2025-05-26,970,1015,45
EB-63534,,AST-6042,SEC-362,BZU,Planned Block,11:19,11:49,30,OHE Team,Active,Normal,Existing/Committed,2025-07-29,679,709,30
EB-63535,,AST-4385,SEC-074,SGJ,Maintenance Block,06:20,07:05,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-02-15,380,425,45
EB-63536,,AST-9309,SEC-082,JPL,Maintenance Block,08:44,10:44,120,OHE Team,Planned,Normal,Existing/Committed,2024-12-24,524,644,120
EB-63537,,AST-6556,SEC-183,DO,Planned Block,12:01,13:01,60,Signal Team,Active,Normal,Existing/Committed,2024-09-10,721,781,60
EB-63538,,AST-8648,SEC-195,BNLW,Maintenance Block,16:24,16:54,30,Track Maintenance Team,Planned,High,Existing/Committed,2025-04-02,984,1014,30
EB-63539,,AST-4063,SEC-485,BAB,Maintenance Block,13:19,14:04,45,Track Maintenance Team,Active,Normal,Existing/Committed,2025-10-06,799,844,45
EB-63540,,AST-6565,SEC-425,HLAR,Maintenance Block,04:05,05:05,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-02-15,245,305,60
EB-63541,,AST-1882,SEC-287,KTES,Maintenance Block,23:06,00:06,60,OHE Team,Active,Normal,Existing/Committed,2024-10-09,1386,6,60
EB-63542,,AST-5625,SEC-484,BTPD,Planned Block,04:03,04:48,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-02-04,243,288,45
EB-63543,,AST-7991,SEC-068,LS,Planned Block,17:36,18:21,45,Signal Team,Confirmed,High,Existing/Committed,2025-07-06,1056,1101,45
EB-63544,,AST-0086,SEC-030,WR,Maintenance Block,22:53,23:53,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-01-01,1373,1433,60
EB-63545,,AST-3955,SEC-096,RJN,Engineering Block,13:01,14:01,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-03-25,781,841,60
EB-63546,,AST-1728,SEC-412,BAU,Maintenance Block,00:49,01:49,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-08-19,49,109,60
EB-63547,,AST-9386,SEC-250,KTA,Maintenance Block,00:31,01:01,30,Signal Team,Confirmed,Normal,Existing/Committed,2025-03-16,31,61,30
EB-63548,,AST-4631,SEC-159,MSH,Maintenance Block,06:04,07:19,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-05-03,364,439,75
EB-63549,,AST-4684,SEC-218,CBF,Maintenance Block,15:25,16:10,45,Track Maintenance Team,Active,High,Existing/Committed,2024-09-13,925,970,45
EB-63550,,AST-9777,SEC-118,TNA,Engineering Block,23:32,00:02,30,Signal Team,Confirmed,High,Existing/Committed,2024-08-11,1412,2,30
EB-63551,,AST-8780,SEC-209,R,Maintenance Block,18:21,20:21,120,Signal Team,Confirmed,Normal,Existing/Committed,2026-04-03,1101,1221,120
EB-63552,,AST-7647,SEC-208,NTSK,Maintenance Block,05:29,06:14,45,Signal Team,Active,Normal,Existing/Committed,2026-05-21,329,374,45
EB-63553,,AST-1072,SEC-271,ADI,Maintenance Block,20:18,20:48,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-05-19,1218,1248,30
EB-63554,,AST-3381,SEC-098,TAC,Maintenance Block,07:32,09:32,120,Signal Team,Confirmed,Normal,Existing/Committed,2024-07-04,452,572,120
EB-63555,,AST-5720,SEC-280,BGM,Maintenance Block,04:22,05:52,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-12-02,262,352,90
EB-63556,,AST-7300,SEC-174,CNB,Maintenance Block,08:23,09:08,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-11-10,503,548,45
EB-63557,,AST-0723,SEC-499,GWL,Engineering Block,11:08,12:08,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-02-10,668,728,60
EB-63558,,AST-9752,SEC-486,JBP,Engineering Block,14:03,14:48,45,Signal Team,Confirmed,High,Existing/Committed,2026-02-06,843,888,45
EB-63559,,AST-2687,SEC-328,BNW,Planned Block,17:50,19:05,75,Track Maintenance Team,Active,Normal,Existing/Committed,2023-12-17,1070,1145,75
EB-63560,,AST-9137,SEC-332,PNC,Maintenance Block,21:42,23:12,90,OHE Team,Planned,Normal,Existing/Committed,2026-03-30,1302,1392,90
EB-63561,,AST-5878,SEC-107,JNH,Maintenance Block,11:10,11:55,45,OHE Team,Confirmed,Normal,Existing/Committed,2024-01-20,670,715,45
EB-63562,,AST-8579,SEC-253,HW,Maintenance Block,16:47,17:32,45,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-03-29,1007,1052,45
EB-63563,,AST-6498,SEC-390,MVJ,Maintenance Block,01:14,02:14,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-07-11,74,134,60
EB-63564,,AST-3829,SEC-077,FKG,Maintenance Block,19:34,20:19,45,OHE Team,Confirmed,High,Existing/Committed,2026-02-12,1174,1219,45
EB-63565,,AST-3275,SEC-197,VPR,Engineering Block,14:24,15:24,60,Track Maintenance Team,Active,Normal,Existing/Committed,2026-08-21,864,924,60
EB-63566,,AST-4958,SEC-493,GZM,Maintenance Block,14:07,14:37,30,Track Maintenance Team,Active,Normal,Existing/Committed,2025-03-12,847,877,30
EB-63567,,AST-8041,SEC-390,DJG,Maintenance Block,21:37,23:07,90,OHE Team,Planned,Normal,Existing/Committed,2025-09-12,1297,1387,90
EB-63568,,AST-7925,SEC-286,SHU,Maintenance Block,09:38,10:08,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-08-25,578,608,30
EB-63569,,AST-9244,SEC-183,SIOB,Planned Block,09:32,11:32,120,Track Maintenance Team,Confirmed,High,Existing/Committed,2023-12-22,572,692,120
EB-63570,,AST-8117,SEC-385,GVD,Planned Block,15:53,17:53,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-04-16,953,1073,120
EB-63571,,AST-4472,SEC-272,BAU,Engineering Block,05:29,06:29,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-11-15,329,389,60
EB-63572,,AST-7707,SEC-019,KIAT,Planned Block,12:51,13:21,30,Signal Team,Planned,Normal,Existing/Committed,2025-02-03,771,801,30
EB-63573,,AST-3654,SEC-206,NGP,Planned Block,07:58,08:43,45,OHE Team,Active,Normal,Existing/Committed,2024-07-12,478,523,45
EB-63574,,AST-7337,SEC-456,NLR,Maintenance Block,16:25,17:10,45,Signal Team,Active,Normal,Existing/Committed,2025-10-11,985,1030,45
EB-63575,,AST-4652,SEC-368,RRL,Engineering Block,05:55,07:25,90,Signal Team,Confirmed,Normal,Existing/Committed,2026-08-18,355,445,90
EB-63576,,AST-8987,SEC-229,SDB,Maintenance Block,12:34,13:49,75,Track Maintenance Team,Active,High,Existing/Committed,2024-05-18,754,829,75
EB-63577,,AST-7236,SEC-084,TLD,Maintenance Block,10:49,11:34,45,Track Maintenance Team,Active,Normal,Existing/Committed,2026-06-18,649,694,45
EB-63578,,AST-6464,SEC-027,TDPR,Engineering Block,07:01,08:01,60,Track Maintenance Team,Active,High,Existing/Committed,2025-06-27,421,481,60
