block_request_id,asset_id,section_id_request,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,asset_type,section_id_asset,nearest_station_code,criticality,asset_risk_score,maintenance_priority
BR-51612,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,20:30,Fixed,OHE Team,Urgent,Pending,1230,0,1230,1230,Bridge,SEC-009,JMD,High,47.35,Medium
BR-51613,AST-0104,SEC-038,HD,Signal Maintenance,30,High,22:15,±15 min,Signal Team,Normal,Pending,1335,15,1320,1350,OHE,SEC-038,HD,Medium,75.24,High
BR-51614,AST-0122,SEC-042,HBD,Bridge Inspection,45,High,10:15,±15 min,Track Maintenance Team,Normal,Pending,615,15,600,630,Bridge,SEC-042,HBD,Low,76.65,High
BR-51615,AST-0183,SEC-008,PC,Signal Maintenance,60,High,02:15,±60 min,Bridge Inspection Team,Normal,Pending,135,60,75,195,OHE,SEC-008,PC,High,60.59,High
BR-51616,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,14:45,±30 min,Bridge Inspection Team,Normal,Pending,885,30,855,915,Signal,SEC-029,PLO,High,46.95,Medium
BR-51617,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,09:45,±30 min,Track Maintenance Team,Urgent,Pending,585,30,555,615,OHE,SEC-020,AK,Low,40.22,Medium
BR-51618,AST-0042,SEC-020,SEG,Track Inspection,30,Low,07:30,±60 min,Track Maintenance Team,Normal,Pending,450,60,390,510,Bridge,SEC-020,SEG,High,31.46,Low
BR-51619,AST-0136,SEC-021,BD,Signal Maintenance,60,Medium,04:30,±30 min,OHE Team,Normal,Pending,270,30,240,300,Signal,SEC-021,BD,Critical,53.64,Medium
BR-51620,AST-0077,SEC-033,DLGN,OHE Inspection,45,Low,18:30,Fixed,Bridge Inspection Team,Urgent,Pending,1110,0,1110,1110,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-51621,AST-0194,SEC-027,PAU,Rail Grinding,45,Low,12:00,Fixed,OHE Team,Urgent,Pending,720,0,720,720,Point Machine,SEC-027,PAU,High,30.47,Low
BR-51622,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,11:45,±30 min,Track Maintenance Team,Urgent,Pending,705,30,675,735,Signal,SEC-022,NAVI,Medium,75.58,High
BR-51623,AST-0104,SEC-038,HD,Signal Maintenance,75,High,12:00,±15 min,Signal Team,Normal,Pending,720,15,705,735,OHE,SEC-038,HD,Medium,75.24,High
BR-51624,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51625,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:15,±30 min,Signal Team,Normal,Pending,915,30,885,945,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-51626,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51627,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,12:30,±15 min,Bridge Inspection Team,Normal,Pending,750,15,735,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51628,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,15:15,Fixed,OHE Team,Normal,Pending,915,0,915,915,Signal,SEC-021,BD,Critical,53.64,Medium
BR-51629,AST-0171,SEC-012,KSRA,Track Inspection,60,High,14:00,±30 min,Track Maintenance Team,Normal,Pending,840,30,810,870,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-51630,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,12:00,±15 min,Bridge Inspection Team,Urgent,Pending,720,15,705,735,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-51631,AST-0183,SEC-008,PC,Signal Maintenance,30,High,02:15,Fixed,Bridge Inspection Team,Normal,Pending,135,0,135,135,OHE,SEC-008,PC,High,60.59,High
BR-51632,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51633,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720,OHE,SEC-008,PC,High,60.59,High
BR-51634,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51635,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,±60 min,Track Maintenance Team,Normal,Pending,1035,60,975,1095,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-51636,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,12:45,±60 min,Signal Team,Normal,Pending,765,60,705,825,OHE,SEC-043,HBJ,High,95.3,Critical
BR-51637,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,13:30,Fixed,Bridge Inspection Team,Normal,Pending,810,0,810,810,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51638,AST-0070,SEC-018,BDWD,Track Inspection,30,Medium,21:30,±60 min,Signal Team,Urgent,Pending,1290,60,1230,1350,Track,SEC-018,BDWD,Low,58.9,Medium
BR-51639,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,Bridge,SEC-020,SEG,High,31.46,Low
BR-51640,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51641,AST-0027,SEC-026,PRLI,Track Inspection,45,High,18:15,±15 min,Track Maintenance Team,Normal,Pending,1095,15,1080,1110,Bridge,SEC-026,PRLI,High,61.14,High
BR-51642,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,12:15,Fixed,Bridge Inspection Team,Normal,Pending,735,0,735,735,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51643,AST-0183,SEC-008,PC,Signal Maintenance,90,High,09:30,±15 min,Bridge Inspection Team,Normal,Pending,570,15,555,585,OHE,SEC-008,PC,High,60.59,High
BR-51644,AST-0021,SEC-021,MZR,Signal Maintenance,30,High,12:00,±15 min,OHE Team,Normal,Pending,720,15,705,735,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-51645,AST-0126,SEC-041,GAR,Track Inspection,60,Medium,21:30,±15 min,Bridge Inspection Team,Normal,Pending,1290,15,1275,1305,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51646,AST-0021,SEC-021,MZR,Signal Maintenance,90,High,15:15,±60 min,OHE Team,Normal,Pending,915,60,855,975,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-51647,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,02:30,Fixed,Signal Team,Normal,Pending,150,0,150,150,Point Machine,SEC-043,HBJ,High,69.6,High
BR-51648,AST-0177,SEC-015,JEUR,Signal Maintenance,120,Medium,15:45,±30 min,Signal Team,Urgent,Pending,945,30,915,975,Signal,SEC-015,JEUR,High,59.96,Medium
BR-51649,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,07:00,±30 min,Bridge Inspection Team,Normal,Pending,420,30,390,450,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51650,AST-0126,SEC-041,GAR,Track Renewal,60,Medium,05:00,±60 min,Bridge Inspection Team,Normal,Pending,300,60,240,360,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51651,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,19:45,±30 min,OHE Team,Urgent,Pending,1185,30,1155,1215,Point Machine,SEC-027,PAU,High,30.47,Low
BR-51652,AST-0049,SEC-025,LTRR,Track Renewal,45,Medium,12:00,±15 min,OHE Team,Normal,Pending,720,15,705,735,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-51653,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-51654,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51655,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,18:15,±30 min,Track Maintenance Team,Urgent,Pending,1095,30,1065,1125,OHE,SEC-033,KVK,High,32.82,Low
BR-51656,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51657,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,10:15,±15 min,OHE Team,Normal,Pending,615,15,600,630,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-51658,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,13:45,±15 min,Signal Team,Normal,Pending,825,15,810,840,Signal,SEC-019,MKU,High,31.08,Low
BR-51659,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,Fixed,Track Maintenance Team,Normal,Pending,1290,0,1290,1290,Bridge,SEC-026,PRLI,High,61.14,High
BR-51660,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90,Bridge,SEC-026,PRLI,High,61.14,High
BR-51661,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±15 min,Track Maintenance Team,Normal,Pending,60,15,45,75,Bridge,SEC-026,PRLI,High,61.14,High
BR-51662,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51663,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-51664,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,Bridge,SEC-026,PRLI,High,61.14,High
BR-51665,AST-0126,SEC-041,GAR,Track Renewal,45,Medium,06:45,±60 min,Bridge Inspection Team,Normal,Pending,405,60,345,465,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51666,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,01:00,±15 min,Bridge Inspection Team,Normal,Pending,60,15,45,75,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51667,AST-0027,SEC-026,PRLI,Track Inspection,90,High,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,Bridge,SEC-026,PRLI,High,61.14,High
BR-51668,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±60 min,Bridge Inspection Team,Normal,Pending,600,60,540,660,Bridge,SEC-043,BINA,High,35.37,Medium
BR-51669,AST-0122,SEC-042,HBD,Bridge Inspection,90,High,13:30,±30 min,Track Maintenance Team,Normal,Pending,810,30,780,840,Bridge,SEC-042,HBD,Low,76.65,High
BR-51670,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,20:45,±15 min,Signal Team,Normal,Pending,1245,15,1230,1260,Signal,SEC-019,MKU,High,31.08,Low
BR-51671,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,18:30,±30 min,Bridge Inspection Team,Normal,Pending,1110,30,1080,1140,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51672,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,03:15,±30 min,OHE Team,Normal,Pending,195,30,165,225,Signal,SEC-021,BD,Critical,53.64,Medium
BR-51673,AST-0139,SEC-004,BNC,Signal Maintenance,90,Medium,01:15,±30 min,Track Maintenance Team,Urgent,Pending,75,30,45,105,OHE,SEC-004,BNC,High,50.39,Medium
BR-51674,AST-0121,SEC-028,CND,Track Renewal,75,High,04:15,±30 min,Track Maintenance Team,Urgent,Pending,255,30,225,285,Level Crossing,SEC-028,CND,High,69.19,High
BR-51675,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,10:30,±15 min,OHE Team,Normal,Pending,630,15,615,645,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-51676,AST-0163,SEC-050,RPH,Point Machine Maintenance,30,Critical,11:15,±30 min,Track Maintenance Team,Urgent,Pending,675,30,645,705,Level Crossing,SEC-050,RPH,Medium,90.31,Critical
BR-51677,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-51678,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,15:15,±15 min,OHE Team,Normal,Pending,915,15,900,930,Signal,SEC-021,BD,Critical,53.64,Medium
BR-51679,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,Fixed,Track Maintenance Team,Normal,Pending,60,0,60,60,Bridge,SEC-026,PRLI,High,61.14,High
BR-51680,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:15,Fixed,Track Maintenance Team,Normal,Pending,735,0,735,735,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51681,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,10:30,±15 min,Track Maintenance Team,Normal,Pending,630,15,615,645,Bridge,SEC-042,HBD,Low,76.65,High
BR-51682,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,12:30,±15 min,Bridge Inspection Team,Normal,Pending,750,15,735,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51683,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,10:15,±60 min,OHE Team,Normal,Pending,615,60,555,675,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-51684,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:45,Fixed,OHE Team,Normal,Pending,105,0,105,105,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-51685,AST-0104,SEC-038,HD,Signal Maintenance,45,High,06:30,±30 min,Signal Team,Normal,Pending,390,30,360,420,OHE,SEC-038,HD,Medium,75.24,High
BR-51686,AST-0163,SEC-050,RPH,Point Machine Maintenance,45,Critical,08:00,±60 min,Track Maintenance Team,Urgent,Pending,480,60,420,540,Level Crossing,SEC-050,RPH,Medium,90.31,Critical
BR-51687,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,13:00,±15 min,Bridge Inspection Team,Normal,Pending,780,15,765,795,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51688,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-51689,AST-0059,SEC-021,BD,Track Renewal,30,Medium,03:15,±30 min,Signal Team,Urgent,Pending,195,30,165,225,Bridge,SEC-021,BD,Low,43.06,Medium
BR-51690,AST-0121,SEC-028,CND,Track Renewal,75,High,19:30,±30 min,Track Maintenance Team,Urgent,Pending,1170,30,1140,1200,Level Crossing,SEC-028,CND,High,69.19,High
BR-51691,AST-0070,SEC-018,BDWD,Track Inspection,90,Medium,13:15,±30 min,Signal Team,Urgent,Pending,795,30,765,825,Track,SEC-018,BDWD,Low,58.9,Medium
BR-51692,AST-0027,SEC-026,PRLI,Track Inspection,30,High,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300,Bridge,SEC-026,PRLI,High,61.14,High
BR-51693,AST-0171,SEC-012,KSRA,Track Inspection,30,High,06:30,±30 min,Track Maintenance Team,Normal,Pending,390,30,360,420,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-51694,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:30,±30 min,Bridge Inspection Team,Urgent,Pending,630,30,600,660,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-51695,AST-0124,SEC-022,NAVI,Rail Grinding,45,High,11:30,±30 min,Track Maintenance Team,Normal,Pending,690,30,660,720,Signal,SEC-022,NAVI,Medium,75.58,High
BR-51696,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-043,BINA,High,35.37,Medium
BR-51697,AST-0104,SEC-038,HD,Signal Maintenance,30,High,22:15,±30 min,Signal Team,Normal,Pending,1335,30,1305,1365,OHE,SEC-038,HD,Medium,75.24,High
BR-51698,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-51699,AST-0126,SEC-041,GAR,Track Renewal,60,Medium,09:45,±15 min,Bridge Inspection Team,Normal,Pending,585,15,570,600,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51700,AST-0171,SEC-012,KSRA,Track Inspection,60,High,06:30,±60 min,Track Maintenance Team,Normal,Pending,390,60,330,450,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-51701,AST-0075,SEC-036,ARAG,Point Machine Maintenance,75,Medium,12:30,±15 min,Track Maintenance Team,Normal,Pending,750,15,735,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-51702,AST-0121,SEC-028,CND,Track Renewal,60,High,04:45,±15 min,Track Maintenance Team,Urgent,Pending,285,15,270,300,Level Crossing,SEC-028,CND,High,69.19,High
BR-51703,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51704,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,Fixed,Bridge Inspection Team,Normal,Pending,600,0,600,600,Bridge,SEC-043,BINA,High,35.37,Medium
BR-51705,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,05:00,±60 min,Bridge Inspection Team,Urgent,Pending,300,60,240,360,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-51706,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,12:15,±60 min,Track Maintenance Team,Urgent,Pending,735,60,675,795,Signal,SEC-022,NAVI,Medium,75.58,High
BR-51707,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,14:15,±30 min,Signal Team,Urgent,Pending,855,30,825,885,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-51708,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,11:45,±30 min,OHE Team,Normal,Pending,705,30,675,735,Signal,SEC-021,BD,Critical,53.64,Medium
BR-51709,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,05:00,±30 min,Track Maintenance Team,Urgent,Pending,300,30,270,330,OHE,SEC-033,KVK,High,32.82,Low
BR-51710,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,±30 min,Track Maintenance Team,Urgent,Pending,420,30,390,450,OHE,SEC-004,BNC,High,50.39,Medium
BR-51711,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51712,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±60 min,Track Maintenance Team,Normal,Pending,1275,60,1215,1335,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51713,AST-0059,SEC-021,BD,Track Renewal,30,Medium,11:45,±30 min,Signal Team,Urgent,Pending,705,30,675,735,Bridge,SEC-021,BD,Low,43.06,Medium
BR-51714,AST-0049,SEC-025,LTRR,Track Renewal,120,Medium,18:00,±15 min,OHE Team,Normal,Pending,1080,15,1065,1095,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-51715,AST-0021,SEC-021,MZR,Signal Maintenance,120,High,02:00,Fixed,OHE Team,Normal,Pending,120,0,120,120,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-51716,AST-0183,SEC-008,PC,Signal Maintenance,30,High,02:00,Fixed,Bridge Inspection Team,Normal,Pending,120,0,120,120,OHE,SEC-008,PC,High,60.59,High
BR-51717,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,14:15,±30 min,OHE Team,Urgent,Pending,855,30,825,885,Bridge,SEC-009,JMD,High,47.35,Medium
BR-51718,AST-0049,SEC-025,LTRR,Track Renewal,90,Medium,17:30,±30 min,OHE Team,Normal,Pending,1050,30,1020,1080,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-51719,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,15:15,Fixed,Track Maintenance Team,Normal,Pending,915,0,915,915,Signal,SEC-022,NAVI,Medium,75.58,High
BR-51720,AST-0171,SEC-012,KSRA,Track Inspection,60,High,06:15,±15 min,Track Maintenance Team,Normal,Pending,375,15,360,390,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-51721,AST-0012,SEC-015,JEUR,Signal Maintenance,60,Low,02:45,Fixed,Bridge Inspection Team,Urgent,Pending,165,0,165,165,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-51722,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,05:00,±30 min,OHE Team,Normal,Pending,300,30,270,330,Signal,SEC-021,BD,Critical,53.64,Medium
BR-51723,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,10:30,±60 min,OHE Team,Normal,Pending,630,60,570,690,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-51724,AST-0171,SEC-012,KSRA,Track Inspection,30,High,10:00,±15 min,Track Maintenance Team,Normal,Pending,600,15,585,615,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-51725,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51726,AST-0126,SEC-041,GAR,Track Inspection,45,Medium,06:45,±30 min,Bridge Inspection Team,Normal,Pending,405,30,375,435,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51727,AST-0183,SEC-008,PC,Signal Maintenance,75,High,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,OHE,SEC-008,PC,High,60.59,High
BR-51728,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,04:30,±30 min,OHE Team,Normal,Pending,270,30,240,300,Signal,SEC-021,BD,Critical,53.64,Medium
BR-51729,AST-0090,SEC-043,HBJ,OHE Inspection,45,High,12:30,±30 min,Signal Team,Normal,Pending,750,30,720,780,Point Machine,SEC-043,HBJ,High,69.6,High
BR-51730,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,15:15,±30 min,Track Maintenance Team,Normal,Pending,915,30,885,945,Signal,SEC-022,NAVI,Medium,75.58,High
BR-51731,AST-0141,SEC-022,SUR,Point Machine Maintenance,45,Medium,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645,Track,SEC-022,SUR,High,51.33,Medium
BR-51732,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:15,±15 min,OHE Team,Urgent,Pending,735,15,720,750,Point Machine,SEC-027,PAU,High,30.47,Low
BR-51733,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-043,BINA,High,35.37,Medium
BR-51734,AST-0012,SEC-015,JEUR,Signal Maintenance,45,Low,07:30,±15 min,Bridge Inspection Team,Urgent,Pending,450,15,435,465,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-51735,AST-0183,SEC-008,PC,Signal Maintenance,30,High,02:15,±60 min,Bridge Inspection Team,Normal,Pending,135,60,75,195,OHE,SEC-008,PC,High,60.59,High
BR-51736,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,20:00,Fixed,Bridge Inspection Team,Normal,Pending,1200,0,1200,1200,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51737,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,12:45,±30 min,Bridge Inspection Team,Urgent,Pending,765,30,735,795,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-51738,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51739,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,06:00,±30 min,Signal Team,Urgent,Pending,360,30,330,390,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-51740,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-51741,AST-0027,SEC-026,PRLI,Track Inspection,30,High,16:45,±30 min,Track Maintenance Team,Normal,Pending,1005,30,975,1035,Bridge,SEC-026,PRLI,High,61.14,High
BR-51742,AST-0194,SEC-027,PAU,Rail Grinding,75,Low,19:15,±30 min,OHE Team,Urgent,Pending,1155,30,1125,1185,Point Machine,SEC-027,PAU,High,30.47,Low
BR-51743,AST-0098,SEC-049,HWH,Track Inspection,45,Medium,01:30,±60 min,OHE Team,Normal,Pending,90,60,30,150,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-51744,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51745,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-51746,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Bridge,SEC-042,HBD,Low,76.65,High
BR-51747,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,±60 min,Track Maintenance Team,Normal,Pending,1035,60,975,1095,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-51748,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,20:00,±30 min,Bridge Inspection Team,Normal,Pending,1200,30,1170,1230,Track,SEC-041,GAR,Critical,49.75,Medium
BR-51749,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,16:30,±30 min,OHE Team,Normal,Pending,990,30,960,1020,Point Machine,SEC-025,LTRR,High,43.05,Medium
BR-51750,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±60 min,Track Maintenance Team,Normal,Pending,1275,60,1215,1335,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-51751,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-51752,AST-0194,SEC-027,PAU,Rail Grinding,45,Low,13:15,±15 min,OHE Team,Urgent,Pending,795,15,780,810,Point Machine,SEC-027,PAU,High,30.47,Low
BR-51753,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90,Bridge,SEC-026,PRLI,High,61.14,High
BR-51754,AST-0159,SEC-029,PLO,OHE Inspection,45,Medium,14:30,Fixed,Bridge Inspection Team,Normal,Pending,870,0,870,870,Signal,SEC-029,PLO,High,46.95,Medium
BR-51755,AST-0194,SEC-027,PAU,Rail Grinding,45,Low,13:15,Fixed,OHE Team,Urgent,Pending,795,0,795,795,Point Machine,SEC-027,PAU,High,30.47,Low
