existing_block_id,linked_block_request_id,asset_id,section_id,station_code,block_type,start_time,end_time,duration_min,assigned_team,status,operational_priority,source,block_date,start_min,end_min,calculated_duration_min,station Code,Station Name
EB-51612,,AST-8292,SEC-474,BSB,Maintenance Block,12:25,13:55,90,Track Maintenance Team,Active,Normal,Existing/Committed,2024-09-02,745,835,90,BSB,VARANASI JN
EB-51613,,AST-6874,SEC-009,KTHU,Planned Block,09:41,11:11,90,Signal Team,Planned,Normal,Existing/Committed,2025-02-14,581,671,90,KTHU,KATHUA
EB-51614,,AST-3450,SEC-067,BBU,Maintenance Block,10:30,12:00,90,OHE Team,Planned,Normal,Existing/Committed,2026-04-06,630,720,90,BBU,BHABUA ROAD
EB-51615,,AST-6565,SEC-425,HLAR,Engineering Block,09:43,10:28,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-05-26,583,628,45,HLAR,HOLE ALUR
EB-51616,,AST-5918,SEC-086,KOTI,Engineering Block,10:46,12:46,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-04-25,646,766,120,KOTI,KOTI
EB-51617,,AST-6314,SEC-429,PPTA,Engineering Block,22:02,22:47,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-30,1322,1367,45,PPTA,PATLIPUTRA
EB-51618,,AST-0975,SEC-012,BRC,Engineering Block,04:15,05:00,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-06-27,255,300,45,BRC,VADODARA JN
EB-51619,,AST-8129,SEC-133,BRC,Engineering Block,13:23,13:53,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-03-21,803,833,30,BRC,VADODARA JN
EB-51620,,AST-6559,SEC-237,ANV,Engineering Block,08:13,10:13,120,Signal Team,Confirmed,High,Existing/Committed,2025-06-04,493,613,120,ANV,ANNAVARAM
EB-51621,,AST-2191,SEC-277,MMR,Maintenance Block,04:54,05:54,60,Signal Team,Planned,Normal,Existing/Committed,2026-05-19,294,354,60,MMR,MANMAD JN
EB-51622,,AST-6051,SEC-104,MANG,Maintenance Block,02:58,03:58,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2023-12-20,178,238,60,MANG,MAHANAGAR
EB-51623,,AST-1167,SEC-012,KLOD,Planned Block,01:12,02:12,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-04-25,72,132,60,KLOD,KELOD
EB-51624,,AST-8651,SEC-056,PRL,Engineering Block,12:32,13:17,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-01-25,752,797,45,PRL,POLUR
EB-51625,,AST-5323,SEC-354,NOQ,Planned Block,06:56,08:56,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-08-13,416,536,120,NOQ,NEW ALIPURDUAR
EB-51626,,AST-4121,SEC-167,PNC,Planned Block,19:51,20:51,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-08-18,1191,1251,60,PNC,PATNA SAHEB
EB-51627,,AST-8982,SEC-481,R,Maintenance Block,11:39,13:39,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-10-18,699,819,120,R,RAIPUR JN
EB-51628,,AST-1343,SEC-235,MEP,Maintenance Block,19:36,21:06,90,Signal Team,Confirmed,Normal,Existing/Committed,2026-02-12,1176,1266,90,MEP,MAHIDPUR ROAD
EB-51629,,AST-6009,SEC-468,UMB,Maintenance Block,01:24,03:24,120,Bridge Inspection Team,Planned,High,Existing/Committed,2026-07-19,84,204,120,UMB,AMBALA CANT JN
EB-51630,,AST-4220,SEC-222,HAD,Maintenance Block,22:51,23:21,30,Track Maintenance Team,Active,Normal,Existing/Committed,2025-03-12,1371,1401,30,HAD,HARIPPAD
EB-51631,,AST-6114,SEC-200,GAYA,Engineering Block,19:52,20:37,45,OHE Team,Active,Normal,Existing/Committed,2025-02-17,1192,1237,45,GAYA,GAYA JN
EB-51632,,AST-0408,SEC-211,AB,Engineering Block,13:09,14:09,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-06-18,789,849,60,AB,AMBUR
EB-51633,,AST-7755,SEC-191,KWAE,Engineering Block,09:34,11:04,90,Signal Team,Confirmed,Normal,Existing/Committed,2024-01-08,574,664,90,KWAE,KATWA
EB-51634,,AST-7217,SEC-117,KJT,Maintenance Block,17:13,17:58,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-01-20,1033,1078,45,KJT,KARJAT
EB-51635,,AST-6852,SEC-138,MAHO,Engineering Block,19:26,20:26,60,OHE Team,Planned,Normal,Existing/Committed,2025-02-24,1166,1226,60,MAHO,MAHOLI
EB-51636,,AST-7903,SEC-018,BAP,Engineering Block,15:40,17:40,120,Track Maintenance Team,Active,Normal,Existing/Committed,2026-01-17,940,1060,120,BAP,BELAPUR
EB-51637,,AST-1527,SEC-329,AKV,Maintenance Block,05:02,06:02,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-04-21,302,362,60,AKV,ANKLESHWAR JN
EB-51638,,AST-2987,SEC-115,KMNC,Planned Block,05:14,06:14,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-03-28,314,374,60,KMNC,KUCHAMAN CITY
EB-51639,,AST-2274,SEC-416,SKY,Engineering Block,08:56,09:56,60,OHE Team,Confirmed,Normal,Existing/Committed,2024-05-11,536,596,60,SKY,SHIKARA
EB-51640,,AST-7495,SEC-077,CDM,Maintenance Block,01:33,02:18,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-06-23,93,138,45,CDM,CHIDAMBARAM
EB-51641,,AST-3450,SEC-067,BBU,Maintenance Block,14:18,15:18,60,OHE Team,Confirmed,Normal,Existing/Committed,2024-12-20,858,918,60,BBU,BHABUA ROAD
EB-51642,,AST-3374,SEC-307,DSPN,Maintenance Block,07:51,08:51,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-11-12,471,531,60,DSPN,DESHAPRAN P.H.
EB-51643,,AST-8497,SEC-488,SBB,Maintenance Block,21:15,22:15,60,Signal Team,Confirmed,High,Existing/Committed,2024-10-28,1275,1335,60,SBB,SAHIBABAD
EB-51644,,AST-5512,SEC-274,SRE,Planned Block,14:16,15:01,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-01-29,856,901,45,SRE,SAHARANPUR
EB-51645,,AST-6881,SEC-237,RGO,Maintenance Block,11:50,13:50,120,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-02-27,710,830,120,RGO,ROTEGAON
EB-51646,,AST-4805,SEC-481,KY,Engineering Block,08:46,10:16,90,Signal Team,Confirmed,High,Existing/Committed,2025-08-03,526,616,90,KY,KARELI
EB-51647,,AST-7085,SEC-322,MPH,Engineering Block,00:57,01:42,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-02-18,57,102,45,MPH,MUNDHA PANDE
EB-51648,,AST-7576,SEC-049,TNA,Maintenance Block,13:29,14:44,75,Track Maintenance Team,Active,Normal,Existing/Committed,2026-05-12,809,884,75,TNA,THANE
EB-51649,,AST-2662,SEC-377,MEX,Engineering Block,01:59,02:44,45,OHE Team,Active,Normal,Existing/Committed,2024-11-13,119,164,45,MEX,MUKERIAN
EB-51650,,AST-3825,SEC-129,FBD,Maintenance Block,21:08,22:08,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-07-10,1268,1328,60,FBD,FARRUKHABAD
EB-51651,,AST-6638,SEC-435,CRJ,Engineering Block,16:35,17:20,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-09-11,995,1040,45,CRJ,CHITTARANJAN
EB-51652,,AST-3605,SEC-222,RRI,Maintenance Block,06:10,07:40,90,Signal Team,Confirmed,Normal,Existing/Committed,2024-04-24,370,460,90,RRI,RAHURI
EB-51653,,AST-6640,SEC-449,SGZ,Planned Block,01:53,02:53,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-07-23,113,173,60,SGZ,SHAMGARH
EB-51654,,AST-4046,SEC-195,ANV,Engineering Block,16:07,17:37,90,OHE Team,Confirmed,High,Existing/Committed,2024-02-09,967,1057,90,ANV,ANNAVARAM
EB-51655,,AST-7766,SEC-316,MQL,Maintenance Block,12:05,13:35,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-08-30,725,815,90,MQL,MIRKHAL
EB-51656,,AST-1730,SEC-235,BKP,Maintenance Block,19:47,20:32,45,Signal Team,Planned,Normal,Existing/Committed,2025-12-06,1187,1232,45,BKP,BAKHTIYARPUR JN
EB-51657,,AST-9634,SEC-337,ANG,Maintenance Block,14:59,15:29,30,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-12-16,899,929,30,ANG,AHMADNAGAR
EB-51658,,AST-3815,SEC-389,TDU,Maintenance Block,19:28,20:43,75,Track Maintenance Team,Active,Normal,Existing/Committed,2026-05-29,1168,1243,75,TDU,TANDUR
EB-51659,,AST-8808,SEC-280,ALER,Maintenance Block,10:51,12:06,75,Signal Team,Confirmed,Normal,Existing/Committed,2024-11-30,651,726,75,ALER,ALER
EB-51660,,AST-5549,SEC-156,BRRG,Planned Block,16:20,17:35,75,Signal Team,Confirmed,Normal,Existing/Committed,2025-10-31,980,1055,75,BRRG,BIYAVRA RAJGARH
EB-51661,,AST-6599,SEC-059,BSX,Planned Block,09:07,09:37,30,OHE Team,Confirmed,Normal,Existing/Committed,2024-01-09,547,577,30,BSX,BASAR
EB-51662,,AST-6512,SEC-039,VRR,Maintenance Block,09:13,09:58,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-13,553,598,45,VRR,VIRPUR
EB-51663,,AST-5775,SEC-169,TVC,Maintenance Block,06:36,07:06,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-08-17,396,426,30,TVC,TRIVANDRUM CNTL
EB-51664,,AST-2714,SEC-416,KPD,Maintenance Block,11:22,12:07,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-11-18,682,727,45,KPD,KATPADI JN
EB-51665,,AST-9499,SEC-355,KCVL,Maintenance Block,12:20,13:05,45,Signal Team,Planned,Normal,Existing/Committed,2024-10-31,740,785,45,KCVL,KOCHUVELI
EB-51666,,AST-5009,SEC-235,NDB,Maintenance Block,06:42,08:42,120,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-09-24,402,522,120,NDB,NANDURBAR
EB-51667,,AST-3805,SEC-067,DDL,Engineering Block,08:21,09:51,90,Signal Team,Confirmed,Normal,Existing/Committed,2025-02-19,501,591,90,DDL,DHANDARI KALAN
EB-51668,,AST-9021,SEC-395,PAU,Maintenance Block,00:13,01:13,60,OHE Team,Planned,Normal,Existing/Committed,2024-08-22,13,73,60,PAU,PURNA JN
EB-51669,,AST-4523,SEC-268,MZR,Maintenance Block,03:01,04:16,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2023-12-31,181,256,75,MZR,MURTAJAPUR
EB-51670,,AST-7574,SEC-126,PQN,Maintenance Block,07:33,08:48,75,Track Maintenance Team,Active,High,Existing/Committed,2025-10-07,453,528,75,PQN,PARIAWAN K.K.RD
EB-51671,,AST-2346,SEC-367,JTTN,Engineering Block,01:52,02:52,60,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-11-26,112,172,60,JTTN,JORHAT TOWN
EB-51672,,AST-1775,SEC-186,MTJ,Engineering Block,05:15,06:15,60,Signal Team,Confirmed,High,Existing/Committed,2025-10-16,315,375,60,MTJ,MATHURA JN
EB-51673,,AST-7488,SEC-223,JBP,Maintenance Block,05:05,05:50,45,OHE Team,Planned,Normal,Existing/Committed,2025-06-16,305,350,45,JBP,JABALPUR
EB-51674,,AST-8116,SEC-151,BRVR,Maintenance Block,17:42,19:42,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-05-17,1062,1182,120,BRVR,BORVIHIR
EB-51675,,AST-5448,SEC-409,KNW,Planned Block,17:11,17:56,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-22,1031,1076,45,KNW,KHANDWA
EB-51676,,AST-5670,SEC-401,KPD,Engineering Block,20:54,22:24,90,Signal Team,Confirmed,Normal,Existing/Committed,2025-05-20,1254,1344,90,KPD,KATPADI JN
EB-51677,,AST-4330,SEC-500,BRH,Planned Block,14:51,15:51,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-11-15,891,951,60,BRH,BAIKUNTHPUR RD
EB-51678,,AST-2582,SEC-174,DR,Maintenance Block,20:40,21:40,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-01-30,1240,1300,60,DR,DADAR
EB-51679,,AST-2293,SEC-278,PMY,Planned Block,10:53,11:23,30,Signal Team,Confirmed,Normal,Existing/Committed,2024-01-13,653,683,30,PMY,PALI MARWAR
EB-51680,,AST-8422,SEC-041,CC,Maintenance Block,19:55,20:25,30,OHE Team,Confirmed,Normal,Existing/Committed,2024-11-24,1195,1225,30,CC,CHAURI CHAURA
EB-51681,,AST-4594,SEC-420,SKM,Maintenance Block,07:30,08:00,30,Signal Team,Planned,High,Existing/Committed,2025-12-01,450,480,30,SKM,SINGARAYAKONDA
EB-51682,,AST-7542,SEC-241,PNU,Planned Block,03:15,04:30,75,OHE Team,Confirmed,High,Existing/Committed,2025-09-05,195,270,75,PNU,PALANPUR JN
EB-51683,,AST-6161,SEC-121,ST,Maintenance Block,16:31,17:46,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-11-03,991,1066,75,ST,SURAT
EB-51684,,AST-5443,SEC-438,KYQ,Planned Block,15:34,16:34,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-12-27,934,994,60,KYQ,KAMAKHYA
EB-51685,,AST-7003,SEC-200,HD,Maintenance Block,07:24,08:39,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-07-16,444,519,75,HD,HARDA
EB-51686,,AST-7310,SEC-385,MZP,Maintenance Block,02:23,04:23,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-03-03,143,263,120,MZP,MIRZAPUR
EB-51687,,AST-9054,SEC-186,RNR,Maintenance Block,10:44,11:29,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-11-24,644,689,45,RNR,RANIBENNUR
EB-51688,,AST-3429,SEC-465,SMBX,Maintenance Block,05:25,06:10,45,OHE Team,Active,High,Existing/Committed,2024-10-13,325,370,45,SMBX,SAMBA
EB-51689,,AST-4050,SEC-477,SPN,Maintenance Block,22:23,23:08,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-04-27,1343,1388,45,SPN,SHAHJEHANPUR
EB-51690,,AST-5226,SEC-074,DSS,Maintenance Block,17:56,19:11,75,Signal Team,Planned,Normal,Existing/Committed,2026-04-16,1076,1151,75,DSS,DALSINGH SARAI
EB-51691,,AST-3072,SEC-314,RNY,Engineering Block,09:27,10:12,45,Signal Team,Active,High,Existing/Committed,2024-05-26,567,612,45,RNY,RANGIYA JN
EB-51692,,AST-0358,SEC-050,PRG,Maintenance Block,23:27,00:12,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-10-08,1407,12,45,PRG,PRAYAG
EB-51693,,AST-7506,SEC-001,RBL,Engineering Block,11:53,12:38,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-06-20,713,758,45,RBL,RAE BARELI JN
EB-51694,,AST-3358,SEC-408,BBS,Maintenance Block,18:12,18:57,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-10-10,1092,1137,45,BBS,BHUBANESWAR
EB-51695,,AST-4092,SEC-294,ADH,Maintenance Block,11:37,13:37,120,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-07-02,697,817,120,ADH,ANDHERI
EB-51696,,AST-0862,SEC-087,MKH,Maintenance Block,22:37,00:07,90,Signal Team,Confirmed,Normal,Existing/Committed,2026-02-24,1357,7,90,MKH,MALAKHERA
EB-51697,,AST-6159,SEC-443,PGRL,Maintenance Block,18:10,19:40,90,Signal Team,Active,Normal,Existing/Committed,2026-08-28,1090,1180,90,PGRL,PIDUGURALLA
EB-51698,,AST-9643,SEC-019,TORI,Engineering Block,12:51,13:36,45,Signal Team,Active,Normal,Existing/Committed,2026-08-06,771,816,45,TORI,TORI
EB-51699,,AST-6596,SEC-259,PUL,Engineering Block,21:46,22:31,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-12-03,1306,1351,45,PUL,RAMPURA PHUL
EB-51700,,AST-1228,SEC-055,KIR,Maintenance Block,12:33,14:33,120,Signal Team,Active,High,Existing/Committed,2026-06-30,753,873,120,KIR,KATIHAR JN
EB-51701,,AST-0357,SEC-292,DVD,Maintenance Block,19:48,20:33,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-03-01,1188,1233,45,DVD,DUVVADA
EB-51702,,AST-4280,SEC-493,CKP,Planned Block,13:47,14:32,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-03-31,827,872,45,CKP,CHAKRADHARPUR
EB-51703,,AST-7518,SEC-214,BBY,Planned Block,15:53,16:53,60,Signal Team,Planned,High,Existing/Committed,2024-10-31,953,1013,60,BBY,BHADROLI
EB-51704,,AST-0005,SEC-039,PPI,Maintenance Block,23:06,23:51,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-09-24,1386,1431,45,PPI,PIPARIYA
EB-51705,,AST-9179,SEC-027,BTD,Maintenance Block,23:36,00:21,45,Track Maintenance Team,Planned,High,Existing/Committed,2026-06-15,1416,21,45,BTD,BOTAD JN
EB-51706,,AST-7642,SEC-460,BTP,Maintenance Block,22:20,23:05,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-01-08,1340,1385,45,BTP,BABATPUR
EB-51707,,AST-1759,SEC-244,JID,Planned Block,21:24,22:24,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-01-02,1284,1344,60,JID,JAGI ROAD
EB-51708,,AST-0813,SEC-478,KKET,Maintenance Block,00:27,01:12,45,Signal Team,Confirmed,Normal,Existing/Committed,2026-02-24,27,72,45,KKET,KAMRUP KHETRI
EB-51709,,AST-6734,SEC-301,HWH,Maintenance Block,17:36,19:36,120,OHE Team,Planned,Normal,Existing/Committed,2025-12-05,1056,1176,120,HWH,HOWRAH JN
EB-51710,,AST-6344,SEC-194,SRTL,Maintenance Block,22:21,23:06,45,OHE Team,Confirmed,High,Existing/Committed,2025-04-28,1341,1386,45,SRTL,SHERTALAI
EB-51711,,AST-5850,SEC-208,DGR,Maintenance Block,10:45,11:45,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-02-07,645,705,60,DGR,DURGAPUR
EB-51712,,AST-1356,SEC-059,VSKP,Engineering Block,14:38,15:53,75,OHE Team,Active,High,Existing/Committed,2023-12-27,878,953,75,VSKP,VISAKHAPATNAM
EB-51713,,AST-2433,SEC-193,NZM,Maintenance Block,03:17,04:17,60,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-12,197,257,60,NZM,H NIZAMUDDIN
EB-51714,,AST-2560,SEC-429,YPR,Maintenance Block,12:06,12:51,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-04-25,726,771,45,YPR,YESVANTPUR JN
EB-51715,,AST-1517,SEC-254,DNKL,Maintenance Block,21:02,22:02,60,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-07-21,1262,1322,60,DNKL,DHENKANAL
EB-51716,,AST-3694,SEC-040,SPE,Maintenance Block,12:59,14:14,75,Track Maintenance Team,Active,Normal,Existing/Committed,2024-01-11,779,854,75,SPE,SULLURUPETA
EB-51717,,AST-1420,SEC-321,BSB,Engineering Block,07:56,09:11,75,OHE Team,Active,High,Existing/Committed,2025-09-06,476,551,75,BSB,VARANASI JN
EB-51718,,AST-4844,SEC-490,NDLS,Maintenance Block,06:44,07:29,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-09-17,404,449,45,NDLS,NEW DELHI
EB-51719,,AST-0057,SEC-008,BSL,Maintenance Block,05:21,06:06,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-12-09,321,366,45,BSL,BHUSAVAL JN
EB-51720,,AST-6009,SEC-468,UMB,Planned Block,06:21,07:06,45,Signal Team,Active,Normal,Existing/Committed,2025-09-27,381,426,45,UMB,AMBALA CANT JN
EB-51721,,AST-3869,SEC-197,CGL,Maintenance Block,06:29,07:29,60,Signal Team,Active,Normal,Existing/Committed,2025-04-19,389,449,60,CGL,CHENGALPATTU
EB-51722,,AST-5469,SEC-282,KAJG,Planned Block,15:07,15:52,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-04-23,907,952,45,KAJG,KARANJGAON
EB-51723,,AST-4371,SEC-471,PSE,Maintenance Block,20:09,20:54,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-09-05,1209,1254,45,PSE,PUSAULI
EB-51724,,AST-3051,SEC-165,CGL,Engineering Block,07:25,08:10,45,OHE Team,Planned,Normal,Existing/Committed,2025-11-22,445,490,45,CGL,CHENGALPATTU
EB-51725,,AST-5177,SEC-208,RJN,Maintenance Block,04:53,05:38,45,Signal Team,Planned,Normal,Existing/Committed,2024-12-05,293,338,45,RJN,RAJ NANDGAON
EB-51726,,AST-8827,SEC-252,CLT,Maintenance Block,14:46,15:31,45,Track Maintenance Team,Active,High,Existing/Committed,2025-08-23,886,931,45,CLT,KOZHIKODE
EB-51727,,AST-9946,SEC-399,BKNG,Planned Block,09:35,10:20,45,Signal Team,Active,Normal,Existing/Committed,2024-05-10,575,620,45,BKNG,BHAKTI NAGAR
EB-51728,,AST-3437,SEC-007,BFT,Engineering Block,04:10,05:25,75,Track Maintenance Team,Planned,High,Existing/Committed,2025-02-12,250,325,75,BFT,BHABTA
EB-51729,,AST-1527,SEC-329,AKV,Engineering Block,02:53,03:38,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2025-02-07,173,218,45,AKV,ANKLESHWAR JN
EB-51730,,AST-9638,SEC-277,ANR,Maintenance Block,11:31,12:31,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-12-17,691,751,60,ANR,ANARA
EB-51731,,AST-7545,SEC-219,CRJ,Maintenance Block,00:54,01:39,45,Track Maintenance Team,Active,Normal,Existing/Committed,2025-04-07,54,99,45,CRJ,CHITTARANJAN
EB-51732,,AST-6593,SEC-015,JU,Engineering Block,23:24,00:24,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-06-12,1404,24,60,JU,JODHPUR JN
EB-51733,,AST-9509,SEC-322,KJM,Maintenance Block,10:23,12:23,120,Signal Team,Planned,Normal,Existing/Committed,2023-12-17,623,743,120,KJM,KRISHNARAJAPURM
EB-51734,,AST-2554,SEC-491,UDL,Maintenance Block,21:04,21:49,45,Signal Team,Active,Normal,Existing/Committed,2025-06-16,1264,1309,45,UDL,ANDAL JN
EB-51735,,AST-8210,SEC-056,SPT,Maintenance Block,00:56,01:56,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-07-08,56,116,60,SPT,SOMPETA
EB-51736,,AST-3953,SEC-473,CKP,Engineering Block,15:43,17:13,90,OHE Team,Planned,Normal,Existing/Committed,2026-05-17,943,1033,90,CKP,CHAKRADHARPUR
EB-51737,,AST-3399,SEC-345,GWL,Engineering Block,21:00,22:00,60,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-05-26,1260,1320,60,GWL,GWALIOR
EB-51738,,AST-5261,SEC-104,RU,Maintenance Block,12:05,12:35,30,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-01-26,725,755,30,RU,RENIGUNTA JN
EB-51739,,AST-4254,SEC-349,PTJ,Engineering Block,18:50,20:20,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-06-30,1130,1220,90,PTJ,PODANUR JN
EB-51740,,AST-8331,SEC-348,CH,Maintenance Block,23:52,00:52,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-07-27,1432,52,60,CH,CHANDAUSI JN
EB-51741,,AST-5205,SEC-340,MGS,Planned Block,01:37,03:07,90,Signal Team,Confirmed,High,Existing/Committed,2026-03-27,97,187,90,MGS,MUGHAL SARAI JN
EB-51742,,AST-4179,SEC-488,ROK,Maintenance Block,02:54,04:09,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-07-22,174,249,75,ROK,ROHTAK JN
EB-51743,,AST-7909,SEC-148,AKV,Maintenance Block,07:52,08:37,45,OHE Team,Confirmed,Normal,Existing/Committed,2024-08-21,472,517,45,AKV,ANKLESHWAR JN
EB-51744,,AST-9345,SEC-351,HWH,Maintenance Block,08:58,09:43,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-04-13,538,583,45,HWH,HOWRAH JN
EB-51745,,AST-1910,SEC-131,SPN,Maintenance Block,22:59,23:29,30,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-08-31,1379,1409,30,SPN,SHAHJEHANPUR
EB-51746,,AST-5845,SEC-495,PGI,Maintenance Block,07:25,08:10,45,OHE Team,Active,Normal,Existing/Committed,2024-08-29,445,490,45,PGI,PARPANANGADI
EB-51747,,AST-3726,SEC-226,RN,Maintenance Block,06:36,07:21,45,Signal Team,Active,Normal,Existing/Committed,2024-10-06,396,441,45,RN,RATNAGIRI
EB-51748,,AST-1808,SEC-398,DHN,Maintenance Block,01:48,02:33,45,Signal Team,Active,Normal,Existing/Committed,2026-06-14,108,153,45,DHN,DHANBAD JN
EB-51749,,AST-4449,SEC-089,SWM,Maintenance Block,20:57,22:12,75,Track Maintenance Team,Active,High,Existing/Committed,2024-07-13,1257,1332,75,SWM,SAWAI MADHOPUR
EB-51750,,AST-5846,SEC-060,BPQ,Maintenance Block,05:51,06:36,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-02-05,351,396,45,BPQ,BALHARSHAH
EB-51751,,AST-6090,SEC-152,RJY,Maintenance Block,23:22,23:52,30,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-12-02,1402,1432,30,RJY,RAJAHMUNDRY
EB-51752,,AST-0980,SEC-216,SKY,Planned Block,03:08,04:38,90,Track Maintenance Team,Active,High,Existing/Committed,2024-09-08,188,278,90,SKY,SHIKARA
EB-51753,,AST-6988,SEC-048,GBD,Maintenance Block,15:01,15:46,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-06-24,901,946,45,GBD,GAURIBIDANUR
EB-51754,,AST-3835,SEC-071,BAND,Maintenance Block,21:24,22:24,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-09-03,1284,1344,60,BAND,BANASWADI
EB-51755,,AST-4605,SEC-253,HUP,Maintenance Block,15:50,16:50,60,OHE Team,Active,High,Existing/Committed,2025-08-28,950,1010,60,HUP,HINDUPUR
EB-51756,,AST-2428,SEC-024,BSB,Planned Block,08:32,09:02,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-03-22,512,542,30,BSB,VARANASI JN
EB-51757,,AST-7011,SEC-338,RU,Engineering Block,11:16,12:16,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-09-25,676,736,60,RU,RENIGUNTA JN
EB-51758,,AST-5651,SEC-322,BRC,Maintenance Block,07:26,08:11,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-08-13,446,491,45,BRC,VADODARA JN
EB-51759,,AST-0491,SEC-206,ADB,Maintenance Block,21:40,23:40,120,Signal Team,Planned,Normal,Existing/Committed,2024-12-04,1300,1420,120,ADB,ADILABAD
EB-51760,,AST-8652,SEC-366,MAS,Planned Block,22:05,22:50,45,OHE Team,Active,High,Existing/Committed,2026-02-06,1325,1370,45,MAS,CHENNAI CENTRAL
EB-51761,,AST-5139,SEC-105,KHT,Maintenance Block,22:20,00:20,120,Signal Team,Confirmed,Normal,Existing/Committed,2026-02-20,1340,20,120,KHT,SRI KALAHASTI
EB-51762,,AST-9323,SEC-157,RPUR,Maintenance Block,23:40,00:25,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-02-04,1420,25,45,RPUR,RATANPUR
