block_request_id,asset_id,section_id,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,station Code,Station Name
BR-53060,AST-0177,SEC-015,JEUR,Signal Maintenance,45,Medium,10:15,±30 min,Signal Team,Urgent,Pending,615,30,585,645,JEUR,JEUR
BR-53061,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,06:00,±30 min,Signal Team,Urgent,Pending,360,30,330,390,DHI,DHULE
BR-53062,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,13:45,Fixed,Track Maintenance Team,Normal,Pending,825,0,825,825,ARAG,ARAG
BR-53063,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:30,±30 min,Signal Team,Normal,Pending,930,30,900,960,JTJ,JOLARPETTAI
BR-53064,AST-0059,SEC-021,BD,Track Renewal,30,Medium,15:30,±15 min,Signal Team,Urgent,Pending,930,15,915,945,BD,BADNERA JN
BR-53065,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,18:15,±15 min,Track Maintenance Team,Urgent,Pending,1095,15,1080,1110,KVK,KAVATHE MAHANKL
BR-53066,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Track Maintenance Team,Normal,Pending,585,30,555,615,JL,JALGAON JN
BR-53067,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-53068,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,19:45,±15 min,Signal Team,Normal,Pending,1185,15,1170,1200,HBJ,HABIBGANJ
BR-53069,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,12:45,Fixed,Track Maintenance Team,Normal,Pending,765,0,765,765,ARAG,ARAG
BR-53070,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,05:00,±30 min,OHE Team,Normal,Pending,300,30,270,330,MZR,MURTAJAPUR
BR-53071,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,12:30,Fixed,Signal Team,Normal,Pending,750,0,750,750,HBJ,HABIBGANJ
BR-53072,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,16:00,±15 min,Bridge Inspection Team,Urgent,Pending,960,15,945,975,DLGN,DHALGAON
BR-53073,AST-0126,SEC-041,GAR,Track Inspection,60,Medium,09:45,±30 min,Bridge Inspection Team,Normal,Pending,585,30,555,615,GAR,GADARWARA
BR-53074,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,12:00,±60 min,Track Maintenance Team,Normal,Pending,720,60,660,780,NAVI,NEW AMRAVATI
BR-53075,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,Fixed,Bridge Inspection Team,Urgent,Pending,900,0,900,900,DLGN,DHALGAON
BR-53076,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,±30 min,Track Maintenance Team,Urgent,Pending,420,30,390,450,BNC,BANGALORE CANT
BR-53077,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,VSKP,VISAKHAPATNAM
BR-53078,AST-0077,SEC-033,DLGN,Track Renewal,120,Low,16:00,±30 min,Bridge Inspection Team,Urgent,Pending,960,30,930,990,DLGN,DHALGAON
BR-53079,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,VSKP,VISAKHAPATNAM
BR-53080,AST-0183,SEC-008,PC,Signal Maintenance,30,High,08:45,±30 min,Bridge Inspection Team,Normal,Pending,525,30,495,555,PC,PACHORA JN
BR-53081,AST-0121,SEC-028,CND,Track Renewal,30,High,16:30,±15 min,Track Maintenance Team,Urgent,Pending,990,15,975,1005,CND,CHANDUR
BR-53082,AST-0177,SEC-015,JEUR,Signal Maintenance,45,Medium,10:15,±30 min,Signal Team,Urgent,Pending,615,30,585,645,JEUR,JEUR
BR-53083,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,21:45,Fixed,Signal Team,Urgent,Pending,1305,0,1305,1305,DHI,DHULE
BR-53084,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,Fixed,Track Maintenance Team,Normal,Pending,1215,0,1215,1215,PRLI,PARLI VAIJNATH
BR-53085,AST-0114,SEC-003,JTJ,OHE Inspection,45,Medium,15:15,±60 min,Signal Team,Normal,Pending,915,60,855,975,JTJ,JOLARPETTAI
BR-53086,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,ARAG,ARAG
BR-53087,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,15:00,±30 min,Track Maintenance Team,Urgent,Pending,900,30,870,930,NAVI,NEW AMRAVATI
BR-53088,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,12:15,±30 min,OHE Team,Normal,Pending,735,30,705,765,MZR,MURTAJAPUR
BR-53089,AST-0104,SEC-038,HD,Signal Maintenance,30,High,06:45,±30 min,Signal Team,Normal,Pending,405,30,375,435,HD,HARDA
BR-53090,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±15 min,OHE Team,Normal,Pending,75,15,60,90,HWH,HOWRAH JN
BR-53091,AST-0027,SEC-026,PRLI,Track Inspection,45,High,18:15,±30 min,Track Maintenance Team,Normal,Pending,1095,30,1065,1125,PRLI,PARLI VAIJNATH
BR-53092,AST-0063,SEC-019,MKU,Bridge Inspection,90,Low,10:00,Fixed,Signal Team,Normal,Pending,600,0,600,600,MKU,MALKAPUR
BR-53093,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,15:00,Fixed,Track Maintenance Team,Normal,Pending,900,0,900,900,NAVI,NEW AMRAVATI
BR-53094,AST-0059,SEC-021,BD,Track Renewal,30,Medium,11:45,±15 min,Signal Team,Urgent,Pending,705,15,690,720,BD,BADNERA JN
BR-53095,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,07:00,±30 min,Bridge Inspection Team,Normal,Pending,420,30,390,450,GAR,GADARWARA
BR-53096,AST-0183,SEC-008,PC,Signal Maintenance,30,High,13:30,±15 min,Bridge Inspection Team,Normal,Pending,810,15,795,825,PC,PACHORA JN
BR-53097,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,18:15,±60 min,Track Maintenance Team,Urgent,Pending,1095,60,1035,1155,KVK,KAVATHE MAHANKL
BR-53098,AST-0063,SEC-019,MKU,Bridge Inspection,60,Low,01:15,Fixed,Signal Team,Normal,Pending,75,0,75,75,MKU,MALKAPUR
BR-53099,AST-0143,SEC-009,JMD,Track Inspection,75,Medium,20:30,±60 min,OHE Team,Urgent,Pending,1230,60,1170,1290,JMD,JAMDHA
BR-53100,AST-0159,SEC-029,PLO,OHE Inspection,75,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,PLO,PULGAON JN
BR-53101,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,VSKP,VISAKHAPATNAM
BR-53102,AST-0098,SEC-049,HWH,Track Inspection,45,Medium,01:15,±15 min,OHE Team,Normal,Pending,75,15,60,90,HWH,HOWRAH JN
BR-53103,AST-0042,SEC-020,SEG,Track Inspection,60,Low,02:15,±30 min,Track Maintenance Team,Normal,Pending,135,30,105,165,SEG,SHEGAON
BR-53104,AST-0042,SEC-020,SEG,Track Inspection,60,Low,02:30,±30 min,Track Maintenance Team,Normal,Pending,150,30,120,180,SEG,SHEGAON
BR-53105,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795,GAR,GADARWARA
BR-53106,AST-0171,SEC-012,KSRA,Track Inspection,30,High,00:45,Fixed,Track Maintenance Team,Normal,Pending,45,0,45,45,KSRA,KASARA
BR-53107,AST-0122,SEC-042,HBD,Bridge Inspection,75,High,13:45,±30 min,Track Maintenance Team,Normal,Pending,825,30,795,855,HBD,HOSHANGABAD
BR-53108,AST-0121,SEC-028,CND,Track Renewal,60,High,19:45,±30 min,Track Maintenance Team,Urgent,Pending,1185,30,1155,1215,CND,CHANDUR
BR-53109,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,12:15,Fixed,Bridge Inspection Team,Urgent,Pending,735,0,735,735,JEUR,JEUR
BR-53110,AST-0124,SEC-022,NAVI,Rail Grinding,45,High,12:00,±60 min,Track Maintenance Team,Normal,Pending,720,60,660,780,NAVI,NEW AMRAVATI
BR-53111,AST-0121,SEC-028,CND,Track Renewal,75,High,21:45,±15 min,Track Maintenance Team,Urgent,Pending,1305,15,1290,1320,CND,CHANDUR
BR-53112,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-53113,AST-0027,SEC-026,PRLI,Track Inspection,60,High,18:00,Fixed,Track Maintenance Team,Normal,Pending,1080,0,1080,1080,PRLI,PARLI VAIJNATH
BR-53114,AST-0127,SEC-010,DHI,Point Machine Maintenance,30,Medium,06:15,±15 min,Signal Team,Urgent,Pending,375,15,360,390,DHI,DHULE
BR-53115,AST-0124,SEC-022,NAVI,Signal Maintenance,45,High,16:45,±30 min,Track Maintenance Team,Urgent,Pending,1005,30,975,1035,NAVI,NEW AMRAVATI
BR-53116,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,19:15,±15 min,Bridge Inspection Team,Normal,Pending,1155,15,1140,1170,ANG,AHMADNAGAR
BR-53117,AST-0027,SEC-026,PRLI,Track Inspection,60,High,04:30,±60 min,Track Maintenance Team,Normal,Pending,270,60,210,330,PRLI,PARLI VAIJNATH
BR-53118,AST-0136,SEC-021,BD,Signal Maintenance,60,Medium,04:30,Fixed,OHE Team,Normal,Pending,270,0,270,270,BD,BADNERA JN
BR-53119,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:30,Fixed,Track Maintenance Team,Normal,Pending,810,0,810,810,ARAG,ARAG
BR-53120,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,05:00,±30 min,Bridge Inspection Team,Urgent,Pending,300,30,270,330,JEUR,JEUR
BR-53121,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,14:45,±15 min,Track Maintenance Team,Normal,Pending,885,15,870,900,NAVI,NEW AMRAVATI
BR-53122,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,18:30,±30 min,Bridge Inspection Team,Normal,Pending,1110,30,1080,1140,GAR,GADARWARA
BR-53123,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,ARAG,ARAG
BR-53124,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-53125,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795,ARAG,ARAG
BR-53126,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,10:45,±30 min,Signal Team,Urgent,Pending,645,30,615,675,JEUR,JEUR
BR-53127,AST-0177,SEC-015,JEUR,Signal Maintenance,45,Medium,00:45,±15 min,Signal Team,Urgent,Pending,45,15,30,60,JEUR,JEUR
BR-53128,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,±15 min,Track Maintenance Team,Normal,Pending,1035,15,1020,1050,KSRA,KASARA
BR-53129,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,01:00,±15 min,Bridge Inspection Team,Urgent,Pending,60,15,45,75,JEUR,JEUR
BR-53130,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,05:30,±60 min,Bridge Inspection Team,Normal,Pending,330,60,270,390,GAR,GADARWARA
BR-53131,AST-0124,SEC-022,NAVI,Rail Grinding,90,High,14:45,±30 min,Track Maintenance Team,Normal,Pending,885,30,855,915,NAVI,NEW AMRAVATI
BR-53132,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±60 min,OHE Team,Urgent,Pending,720,60,660,780,PAU,PURNA JN
BR-53133,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±15 min,Bridge Inspection Team,Normal,Pending,600,15,585,615,BINA,BINA JN
BR-53134,AST-0021,SEC-021,MZR,Signal Maintenance,90,High,21:00,±30 min,OHE Team,Normal,Pending,1260,30,1230,1290,MZR,MURTAJAPUR
BR-53135,AST-0139,SEC-004,BNC,Signal Maintenance,90,Medium,01:15,±15 min,Track Maintenance Team,Urgent,Pending,75,15,60,90,BNC,BANGALORE CANT
BR-53136,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,05:00,±15 min,OHE Team,Normal,Pending,300,15,285,315,MZR,MURTAJAPUR
BR-53137,AST-0183,SEC-008,PC,Signal Maintenance,60,High,14:30,±15 min,Bridge Inspection Team,Normal,Pending,870,15,855,885,PC,PACHORA JN
BR-53138,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-53139,AST-0086,SEC-030,WR,Track Inspection,30,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,WR,WARDHA JN
BR-53140,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-53141,AST-0042,SEC-020,SEG,Track Inspection,30,Low,14:45,Fixed,Track Maintenance Team,Normal,Pending,885,0,885,885,SEG,SHEGAON
BR-53142,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320,PRLI,PARLI VAIJNATH
BR-53143,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,16:30,±30 min,Signal Team,Urgent,Pending,990,30,960,1020,DHI,DHULE
BR-53144,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,04:30,Fixed,OHE Team,Normal,Pending,270,0,270,270,BD,BADNERA JN
BR-53145,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:45,±30 min,OHE Team,Normal,Pending,105,30,75,135,HWH,HOWRAH JN
BR-53146,AST-0121,SEC-028,CND,Track Renewal,30,High,17:30,±60 min,Track Maintenance Team,Urgent,Pending,1050,60,990,1110,CND,CHANDUR
BR-53147,AST-0163,SEC-050,RPH,Point Machine Maintenance,90,Critical,07:30,±15 min,Track Maintenance Team,Urgent,Pending,450,15,435,465,RPH,RAMPUR HAT
BR-53148,AST-0104,SEC-038,HD,Signal Maintenance,60,High,16:45,±30 min,Signal Team,Normal,Pending,1005,30,975,1035,HD,HARDA
BR-53149,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,05:45,±15 min,OHE Team,Normal,Pending,345,15,330,360,LTRR,LATUR ROAD
BR-53150,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,13:00,±60 min,Track Maintenance Team,Normal,Pending,780,60,720,840,ARAG,ARAG
BR-53151,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,10:15,±15 min,Track Maintenance Team,Normal,Pending,615,15,600,630,SUR,SOLAPUR JN
BR-53152,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,05:00,±30 min,OHE Team,Normal,Pending,300,30,270,330,MZR,MURTAJAPUR
BR-53153,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,Fixed,Bridge Inspection Team,Urgent,Pending,585,0,585,585,JL,JALGAON JN
BR-53154,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,17:45,±30 min,Track Maintenance Team,Urgent,Pending,1065,30,1035,1095,BNC,BANGALORE CANT
BR-53155,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-53156,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,07:30,±30 min,OHE Team,Urgent,Pending,450,30,420,480,JMD,JAMDHA
BR-53157,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,12:00,±30 min,Track Maintenance Team,Urgent,Pending,720,30,690,750,NAVI,NEW AMRAVATI
BR-53158,AST-0027,SEC-026,PRLI,Track Inspection,30,High,16:30,Fixed,Track Maintenance Team,Normal,Pending,990,0,990,990,PRLI,PARLI VAIJNATH
BR-53159,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,13:00,±15 min,Track Maintenance Team,Urgent,Pending,780,15,765,795,KVK,KAVATHE MAHANKL
BR-53160,AST-0077,SEC-033,DLGN,OHE Inspection,75,Low,07:15,±15 min,Bridge Inspection Team,Urgent,Pending,435,15,420,450,DLGN,DHALGAON
BR-53161,AST-0042,SEC-020,SEG,Track Inspection,30,Low,14:45,±15 min,Track Maintenance Team,Normal,Pending,885,15,870,900,SEG,SHEGAON
BR-53162,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,±30 min,Signal Team,Normal,Pending,1335,30,1305,1365,JTJ,JOLARPETTAI
BR-53163,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,12:30,±30 min,Bridge Inspection Team,Normal,Pending,750,30,720,780,ARAG,ARAG
BR-53164,AST-0177,SEC-015,JEUR,Signal Maintenance,75,Medium,15:45,±30 min,Signal Team,Urgent,Pending,945,30,915,975,JEUR,JEUR
BR-53165,AST-0163,SEC-050,RPH,Point Machine Maintenance,45,Critical,08:15,Fixed,Track Maintenance Team,Urgent,Pending,495,0,495,495,RPH,RAMPUR HAT
BR-53166,AST-0114,SEC-003,JTJ,OHE Inspection,45,Medium,15:15,±30 min,Signal Team,Normal,Pending,915,30,885,945,JTJ,JOLARPETTAI
BR-53167,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-53168,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,13:45,±30 min,Signal Team,Normal,Pending,825,30,795,855,MKU,MALKAPUR
BR-53169,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:15,Fixed,Bridge Inspection Team,Normal,Pending,795,0,795,795,ARAG,ARAG
BR-53170,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,SUR,SOLAPUR JN
BR-53171,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,13:15,±30 min,Signal Team,Urgent,Pending,795,30,765,825,DHI,DHULE
BR-53172,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±15 min,Signal Team,Urgent,Pending,330,15,315,345,DHI,DHULE
BR-53173,AST-0008,SEC-017,ANG,Track Renewal,45,Low,13:00,±60 min,OHE Team,Urgent,Pending,780,60,720,840,ANG,AHMADNAGAR
BR-53174,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,21:15,±30 min,OHE Team,Normal,Pending,1275,30,1245,1305,MZR,MURTAJAPUR
BR-53175,AST-0141,SEC-022,SUR,Point Machine Maintenance,60,Medium,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,SUR,SOLAPUR JN
BR-53176,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-53177,AST-0124,SEC-022,NAVI,Signal Maintenance,45,High,16:45,±30 min,Track Maintenance Team,Urgent,Pending,1005,30,975,1035,NAVI,NEW AMRAVATI
BR-53178,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:15,Fixed,OHE Team,Urgent,Pending,915,0,915,915,JTJ,JOLARPETTAI
BR-53179,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,09:00,±30 min,Bridge Inspection Team,Normal,Pending,540,30,510,570,PLO,PULGAON JN
BR-53180,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,18:30,±15 min,Signal Team,Urgent,Pending,1110,15,1095,1125,JEUR,JEUR
BR-53181,AST-0077,SEC-033,DLGN,Track Renewal,75,Low,16:30,±15 min,Bridge Inspection Team,Urgent,Pending,990,15,975,1005,DLGN,DHALGAON
BR-53182,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-53183,AST-0122,SEC-042,HBD,Bridge Inspection,60,High,21:00,±30 min,Track Maintenance Team,Normal,Pending,1260,30,1230,1290,HBD,HOSHANGABAD
BR-53184,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,18:15,Fixed,OHE Team,Urgent,Pending,1095,0,1095,1095,JMD,JAMDHA
BR-53185,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,16:30,±30 min,Track Maintenance Team,Urgent,Pending,990,30,960,1020,NAVI,NEW AMRAVATI
BR-53186,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,02:30,±30 min,OHE Team,Normal,Pending,150,30,120,180,LTRR,LATUR ROAD
BR-53187,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,01:00,±60 min,Bridge Inspection Team,Normal,Pending,60,60,0,120,ANG,AHMADNAGAR
BR-53188,AST-0086,SEC-030,WR,Track Inspection,75,High,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780,WR,WARDHA JN
BR-53189,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-53190,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-53191,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±60 min,Track Maintenance Team,Normal,Pending,1275,60,1215,1335,KGP,KHARAGPUR JN
BR-53192,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±15 min,Track Maintenance Team,Urgent,Pending,810,15,795,825,BNC,BANGALORE CANT
BR-53193,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±30 min,Bridge Inspection Team,Urgent,Pending,585,30,555,615,JL,JALGAON JN
BR-53194,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,BINA,BINA JN
BR-53195,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,SEG,SHEGAON
BR-53196,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780,ARAG,ARAG
BR-53197,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,10:45,±30 min,Track Maintenance Team,Normal,Pending,645,30,615,675,HBD,HOSHANGABAD
BR-53198,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,13:30,±30 min,Track Maintenance Team,Normal,Pending,810,30,780,840,ARAG,ARAG
BR-53199,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,11:45,±60 min,OHE Team,Normal,Pending,705,60,645,765,BD,BADNERA JN
BR-53200,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,02:45,±30 min,Bridge Inspection Team,Urgent,Pending,165,30,135,195,JEUR,JEUR
BR-53201,AST-0177,SEC-015,JEUR,Signal Maintenance,90,Medium,07:45,±30 min,Signal Team,Urgent,Pending,465,30,435,495,JEUR,JEUR
BR-53202,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,21:15,±15 min,OHE Team,Urgent,Pending,1275,15,1260,1290,JMD,JAMDHA
BR-53203,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-53204,AST-0126,SEC-041,GAR,Track Renewal,75,Medium,14:15,Fixed,Bridge Inspection Team,Normal,Pending,855,0,855,855,GAR,GADARWARA
BR-53205,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,17:15,±15 min,Signal Team,Urgent,Pending,1035,15,1020,1050,BDWD,BODWAD
BR-53206,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930,DLGN,DHALGAON
BR-53207,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,15:30,±60 min,Track Maintenance Team,Normal,Pending,930,60,870,990,NAVI,NEW AMRAVATI
BR-53208,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,02:30,±30 min,OHE Team,Normal,Pending,150,30,120,180,LTRR,LATUR ROAD
BR-53209,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,08:45,±30 min,Bridge Inspection Team,Urgent,Pending,525,30,495,555,JEUR,JEUR
BR-53210,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,ARAG,ARAG
BR-53211,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,21:00,±30 min,OHE Team,Normal,Pending,1260,30,1230,1290,MZR,MURTAJAPUR
BR-53212,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-53213,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,13:45,±60 min,Signal Team,Urgent,Pending,825,60,765,885,BDWD,BODWAD
BR-53214,AST-0042,SEC-020,SEG,Track Inspection,30,Low,16:45,±30 min,Track Maintenance Team,Normal,Pending,1005,30,975,1035,SEG,SHEGAON
BR-53215,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,12:00,Fixed,OHE Team,Normal,Pending,720,0,720,720,LTRR,LATUR ROAD
BR-53216,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±30 min,Track Maintenance Team,Urgent,Pending,810,30,780,840,BNC,BANGALORE CANT
BR-53217,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,14:00,±15 min,Bridge Inspection Team,Normal,Pending,840,15,825,855,ARAG,ARAG
BR-53218,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780,ARAG,ARAG
BR-53219,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,15:30,±30 min,Signal Team,Urgent,Pending,930,30,900,960,DHI,DHULE
BR-53220,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,Fixed,Signal Team,Urgent,Pending,330,0,330,330,DHI,DHULE
BR-53221,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:45,±15 min,Track Maintenance Team,Normal,Pending,465,15,450,480,PRLI,PARLI VAIJNATH
BR-53222,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720,PC,PACHORA JN
BR-53223,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,14:45,±60 min,Track Maintenance Team,Urgent,Pending,885,60,825,945,NAVI,NEW AMRAVATI
BR-53224,AST-0159,SEC-029,PLO,OHE Inspection,90,Medium,04:30,±30 min,Bridge Inspection Team,Normal,Pending,270,30,240,300,PLO,PULGAON JN
BR-53225,AST-0070,SEC-018,BDWD,Track Inspection,30,Medium,18:00,Fixed,Signal Team,Urgent,Pending,1080,0,1080,1080,BDWD,BODWAD
