block_request_id,asset_id,section_id,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min
BR-47435,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825
BR-47436,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,10:45,±15 min,Bridge Inspection Team,Urgent,Pending,645,15,630,660
BR-47437,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,21:00,±15 min,OHE Team,Urgent,Pending,1260,15,1245,1275
BR-47438,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,08:15,±15 min,Signal Team,Normal,Pending,495,15,480,510
BR-47439,AST-0124,SEC-022,NAVI,Rail Grinding,30,High,15:15,±60 min,Track Maintenance Team,Normal,Pending,915,60,855,975
BR-47440,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-47441,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,14:45,Fixed,Track Maintenance Team,Urgent,Pending,885,0,885,885
BR-47442,AST-0104,SEC-038,HD,Signal Maintenance,60,High,04:15,±60 min,Signal Team,Normal,Pending,255,60,195,315
BR-47443,AST-0042,SEC-020,SEG,Track Inspection,30,Low,02:45,±15 min,Track Maintenance Team,Normal,Pending,165,15,150,180
BR-47444,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,15:30,±30 min,Signal Team,Normal,Pending,930,30,900,960
BR-47445,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245
BR-47446,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,Fixed,Bridge Inspection Team,Urgent,Pending,900,0,900,900
BR-47447,AST-0121,SEC-028,CND,Track Renewal,30,High,19:45,±30 min,Track Maintenance Team,Urgent,Pending,1185,30,1155,1215
BR-47448,AST-0098,SEC-049,HWH,Track Inspection,45,Medium,01:15,±15 min,OHE Team,Normal,Pending,75,15,60,90
BR-47449,AST-0121,SEC-028,CND,Track Renewal,30,High,20:15,±30 min,Track Maintenance Team,Urgent,Pending,1215,30,1185,1245
BR-47450,AST-0086,SEC-030,WR,Track Inspection,45,High,05:30,±30 min,Track Maintenance Team,Normal,Pending,330,30,300,360
BR-47451,AST-0121,SEC-028,CND,Track Renewal,30,High,17:30,±15 min,Track Maintenance Team,Urgent,Pending,1050,15,1035,1065
BR-47452,AST-0027,SEC-026,PRLI,Track Inspection,90,High,14:00,Fixed,Track Maintenance Team,Normal,Pending,840,0,840,840
BR-47453,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,15:45,±15 min,Track Maintenance Team,Urgent,Pending,945,15,930,960
BR-47454,AST-0012,SEC-015,JEUR,Signal Maintenance,60,Low,03:15,Fixed,Bridge Inspection Team,Urgent,Pending,195,0,195,195
BR-47455,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:15,Fixed,Track Maintenance Team,Normal,Pending,735,0,735,735
BR-47456,AST-0121,SEC-028,CND,Track Renewal,45,High,20:00,±30 min,Track Maintenance Team,Urgent,Pending,1200,30,1170,1230
BR-47457,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,09:45,±30 min,Track Maintenance Team,Urgent,Pending,585,30,555,615
BR-47458,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-47459,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,Fixed,Bridge Inspection Team,Normal,Pending,795,0,795,795
BR-47460,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,20:30,±30 min,OHE Team,Urgent,Pending,1230,30,1200,1260
BR-47461,AST-0012,SEC-015,JEUR,Signal Maintenance,120,Low,15:45,±15 min,Bridge Inspection Team,Urgent,Pending,945,15,930,960
BR-47462,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:45,±60 min,Track Maintenance Team,Normal,Pending,825,60,765,885
BR-47463,AST-0027,SEC-026,PRLI,Track Inspection,120,High,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795
BR-47464,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,09:30,±30 min,Track Maintenance Team,Urgent,Pending,570,30,540,600
BR-47465,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,11:45,±30 min,Bridge Inspection Team,Normal,Pending,705,30,675,735
BR-47466,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,10:15,±30 min,OHE Team,Normal,Pending,615,30,585,645
BR-47467,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,07:30,Fixed,Signal Team,Urgent,Pending,450,0,450,450
BR-47468,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:30,±15 min,Bridge Inspection Team,Normal,Pending,750,15,735,765
BR-47469,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105
BR-47470,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,10:00,±30 min,Track Maintenance Team,Urgent,Pending,600,30,570,630
BR-47471,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,17:30,±60 min,Signal Team,Urgent,Pending,1050,60,990,1110
BR-47472,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,15:30,±30 min,Track Maintenance Team,Urgent,Pending,930,30,900,960
BR-47473,AST-0070,SEC-018,BDWD,Track Inspection,30,Medium,10:15,±30 min,Signal Team,Urgent,Pending,615,30,585,645
BR-47474,AST-0008,SEC-017,ANG,Track Renewal,30,Low,01:00,±30 min,OHE Team,Urgent,Pending,60,30,30,90
BR-47475,AST-0121,SEC-028,CND,Track Renewal,60,High,07:15,±15 min,Track Maintenance Team,Urgent,Pending,435,15,420,450
BR-47476,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,05:00,±15 min,OHE Team,Normal,Pending,300,15,285,315
BR-47477,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,13:45,±60 min,Bridge Inspection Team,Normal,Pending,825,60,765,885
BR-47478,AST-0070,SEC-018,BDWD,Track Inspection,45,Medium,10:30,±30 min,Signal Team,Urgent,Pending,630,30,600,660
BR-47479,AST-0163,SEC-050,RPH,Point Machine Maintenance,30,Critical,11:15,±60 min,Track Maintenance Team,Urgent,Pending,675,60,615,735
BR-47480,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,10:15,±30 min,Signal Team,Urgent,Pending,615,30,585,645
BR-47481,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,13:00,Fixed,Bridge Inspection Team,Normal,Pending,780,0,780,780
BR-47482,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,09:30,Fixed,Track Maintenance Team,Urgent,Pending,570,0,570,570
BR-47483,AST-0021,SEC-021,MZR,Signal Maintenance,30,High,07:30,±15 min,OHE Team,Normal,Pending,450,15,435,465
BR-47484,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:15,±60 min,OHE Team,Normal,Pending,75,60,15,135
BR-47485,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825
BR-47486,AST-0171,SEC-012,KSRA,Track Inspection,30,High,21:00,±30 min,Track Maintenance Team,Normal,Pending,1260,30,1230,1290
BR-47487,AST-0163,SEC-050,RPH,Point Machine Maintenance,90,Critical,07:30,±60 min,Track Maintenance Team,Urgent,Pending,450,60,390,510
BR-47488,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,13:15,Fixed,Track Maintenance Team,Normal,Pending,795,0,795,795
BR-47489,AST-0021,SEC-021,MZR,Signal Maintenance,90,High,03:00,±30 min,OHE Team,Normal,Pending,180,30,150,210
BR-47490,AST-0027,SEC-026,PRLI,Track Inspection,60,High,13:30,Fixed,Track Maintenance Team,Normal,Pending,810,0,810,810
BR-47491,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,10:00,±15 min,Track Maintenance Team,Urgent,Pending,600,15,585,615
BR-47492,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,Fixed,Track Maintenance Team,Urgent,Pending,585,0,585,585
BR-47493,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360
BR-47494,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75
BR-47495,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±15 min,Bridge Inspection Team,Normal,Pending,690,15,675,705
BR-47496,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-47497,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,16:45,Fixed,Bridge Inspection Team,Urgent,Pending,1005,0,1005,1005
BR-47498,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,01:00,±15 min,Bridge Inspection Team,Normal,Pending,60,15,45,75
BR-47499,AST-0027,SEC-026,PRLI,Track Inspection,75,High,12:45,±15 min,Track Maintenance Team,Normal,Pending,765,15,750,780
BR-47500,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,16:45,±30 min,Track Maintenance Team,Urgent,Pending,1005,30,975,1035
BR-47501,AST-0121,SEC-028,CND,Track Renewal,45,High,22:30,±15 min,Track Maintenance Team,Urgent,Pending,1350,15,1335,1365
BR-47502,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,12:15,Fixed,Bridge Inspection Team,Urgent,Pending,735,0,735,735
BR-47503,AST-0077,SEC-033,DLGN,Track Renewal,120,Low,06:45,±30 min,Bridge Inspection Team,Urgent,Pending,405,30,375,435
BR-47504,AST-0177,SEC-015,JEUR,Signal Maintenance,60,Medium,08:15,Fixed,Signal Team,Urgent,Pending,495,0,495,495
BR-47505,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±15 min,Track Maintenance Team,Normal,Pending,1215,15,1200,1230
BR-47506,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±15 min,Bridge Inspection Team,Normal,Pending,795,15,780,810
BR-47507,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,13:15,±15 min,Track Maintenance Team,Normal,Pending,795,15,780,810
BR-47508,AST-0104,SEC-038,HD,Signal Maintenance,75,High,16:00,±15 min,Signal Team,Normal,Pending,960,15,945,975
BR-47509,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,±15 min,Track Maintenance Team,Normal,Pending,1035,15,1020,1050
BR-47510,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,12:30,±30 min,Signal Team,Normal,Pending,750,30,720,780
BR-47511,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,15:00,±30 min,Bridge Inspection Team,Urgent,Pending,900,30,870,930
BR-47512,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,20:45,±15 min,Signal Team,Normal,Pending,1245,15,1230,1260
BR-47513,AST-0163,SEC-050,RPH,Point Machine Maintenance,75,Critical,07:30,±30 min,Track Maintenance Team,Urgent,Pending,450,30,420,480
BR-47514,AST-0121,SEC-028,CND,Track Renewal,30,High,14:30,±30 min,Track Maintenance Team,Urgent,Pending,870,30,840,900
BR-47515,AST-0197,SEC-020,AK,OHE Inspection,75,Medium,01:45,±60 min,Track Maintenance Team,Urgent,Pending,105,60,45,165
BR-47516,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,03:30,±60 min,OHE Team,Normal,Pending,210,60,150,270
BR-47517,AST-0008,SEC-017,ANG,Track Renewal,30,Low,13:00,Fixed,OHE Team,Urgent,Pending,780,0,780,780
BR-47518,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825
BR-47519,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275
BR-47520,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60
BR-47521,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,20:30,±30 min,OHE Team,Urgent,Pending,1230,30,1200,1260
BR-47522,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-47523,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,18:30,Fixed,Bridge Inspection Team,Urgent,Pending,1110,0,1110,1110
BR-47524,AST-0075,SEC-036,ARAG,OHE Inspection,45,Medium,13:30,±30 min,Bridge Inspection Team,Normal,Pending,810,30,780,840
BR-47525,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-47526,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,10:00,±30 min,Track Maintenance Team,Urgent,Pending,600,30,570,630
BR-47527,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,08:30,±30 min,Bridge Inspection Team,Urgent,Pending,510,30,480,540
BR-47528,AST-0171,SEC-012,KSRA,Track Inspection,75,High,06:15,±60 min,Track Maintenance Team,Normal,Pending,375,60,315,435
BR-47529,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,±30 min,Track Maintenance Team,Urgent,Pending,420,30,390,450
BR-47530,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,20:45,±30 min,Signal Team,Urgent,Pending,1245,30,1215,1275
BR-47531,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,19:30,±30 min,Bridge Inspection Team,Normal,Pending,1170,30,1140,1200
BR-47532,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-47533,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,15:00,±60 min,Track Maintenance Team,Urgent,Pending,900,60,840,960
BR-47534,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,15:15,±30 min,OHE Team,Urgent,Pending,915,30,885,945
BR-47535,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,10:15,±60 min,OHE Team,Normal,Pending,615,60,555,675
BR-47536,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305
BR-47537,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,22:15,Fixed,OHE Team,Urgent,Pending,1335,0,1335,1335
BR-47538,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,12:30,Fixed,Bridge Inspection Team,Urgent,Pending,750,0,750,750
BR-47539,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:15,±15 min,OHE Team,Urgent,Pending,795,15,780,810
BR-47540,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,06:00,±30 min,Signal Team,Urgent,Pending,360,30,330,390
BR-47541,AST-0075,SEC-036,ARAG,OHE Inspection,45,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795
BR-47542,AST-0027,SEC-026,PRLI,Track Inspection,60,High,10:00,±30 min,Track Maintenance Team,Normal,Pending,600,30,570,630
BR-47543,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810
BR-47544,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:45,±15 min,Bridge Inspection Team,Normal,Pending,765,15,750,780
BR-47545,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,07:15,±30 min,Bridge Inspection Team,Urgent,Pending,435,30,405,465
BR-47546,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810
BR-47547,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,01:00,±60 min,Bridge Inspection Team,Urgent,Pending,60,60,0,120
BR-47548,AST-0042,SEC-020,SEG,Track Inspection,60,Low,00:30,±30 min,Track Maintenance Team,Normal,Pending,30,30,0,60
BR-47549,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,01:00,±30 min,Bridge Inspection Team,Normal,Pending,60,30,30,90
BR-47550,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:30,Fixed,Track Maintenance Team,Normal,Pending,450,0,450,450
BR-47551,AST-0063,SEC-019,MKU,Bridge Inspection,30,Low,08:45,±30 min,Signal Team,Normal,Pending,525,30,495,555
BR-47552,AST-0077,SEC-033,DLGN,Track Renewal,75,Low,16:30,±15 min,Bridge Inspection Team,Urgent,Pending,990,15,975,1005
BR-47553,AST-0148,SEC-033,KVK,Signal Maintenance,45,Low,02:30,±30 min,Track Maintenance Team,Urgent,Pending,150,30,120,180
BR-47554,AST-0163,SEC-050,RPH,Point Machine Maintenance,75,Critical,07:30,±60 min,Track Maintenance Team,Urgent,Pending,450,60,390,510
BR-47555,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,12:30,±30 min,Track Maintenance Team,Urgent,Pending,750,30,720,780
BR-47556,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,12:30,±60 min,Track Maintenance Team,Normal,Pending,750,60,690,810
BR-47557,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:15,±30 min,OHE Team,Urgent,Pending,795,30,765,825
BR-47558,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,±60 min,Track Maintenance Team,Urgent,Pending,420,60,360,480
BR-47559,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,11:15,±30 min,Track Maintenance Team,Urgent,Pending,675,30,645,705
BR-47560,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,18:30,±30 min,OHE Team,Urgent,Pending,1110,30,1080,1140
BR-47561,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,03:30,±30 min,Track Maintenance Team,Normal,Pending,210,30,180,240
BR-47562,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,18:45,±30 min,Bridge Inspection Team,Urgent,Pending,1125,30,1095,1155
BR-47563,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,16:30,±30 min,Track Maintenance Team,Urgent,Pending,990,30,960,1020
BR-47564,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,±30 min,Track Maintenance Team,Normal,Pending,705,30,675,735
BR-47565,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:45,Fixed,Track Maintenance Team,Normal,Pending,465,0,465,465
BR-47566,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,12:30,±15 min,OHE Team,Urgent,Pending,750,15,735,765
BR-47567,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150
BR-47568,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,05:00,±30 min,Track Maintenance Team,Urgent,Pending,300,30,270,330
BR-47569,AST-0070,SEC-018,BDWD,Track Inspection,90,Medium,20:00,Fixed,Signal Team,Urgent,Pending,1200,0,1200,1200
BR-47570,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90
BR-47571,AST-0171,SEC-012,KSRA,Track Inspection,30,High,17:15,Fixed,Track Maintenance Team,Normal,Pending,1035,0,1035,1035
BR-47572,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720
BR-47573,AST-0027,SEC-026,PRLI,Track Inspection,60,High,11:45,Fixed,Track Maintenance Team,Normal,Pending,705,0,705,705
BR-47574,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:30,±30 min,Track Maintenance Team,Normal,Pending,450,30,420,480
BR-47575,AST-0059,SEC-021,BD,Rail Grinding,60,Medium,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300
BR-47576,AST-0163,SEC-050,RPH,Point Machine Maintenance,30,Critical,11:15,±30 min,Track Maintenance Team,Urgent,Pending,675,30,645,705
BR-47577,AST-0027,SEC-026,PRLI,Track Inspection,45,High,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645
BR-47578,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,19:15,±60 min,Bridge Inspection Team,Normal,Pending,1155,60,1095,1215
BR-47579,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±30 min,Track Maintenance Team,Urgent,Pending,810,30,780,840
BR-47580,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:30,±15 min,Bridge Inspection Team,Urgent,Pending,630,15,615,645
BR-47581,AST-0098,SEC-049,HWH,Track Inspection,75,Medium,01:30,±30 min,OHE Team,Normal,Pending,90,30,60,120
BR-47582,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,10:45,Fixed,OHE Team,Normal,Pending,645,0,645,645
BR-47583,AST-0177,SEC-015,JEUR,Signal Maintenance,120,Medium,07:45,±60 min,Signal Team,Urgent,Pending,465,60,405,525
BR-47584,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-47585,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,12:00,±30 min,OHE Team,Normal,Pending,720,30,690,750
BR-47586,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,20:45,Fixed,OHE Team,Urgent,Pending,1245,0,1245,1245
BR-47587,AST-0027,SEC-026,PRLI,Track Inspection,45,High,07:30,±30 min,Track Maintenance Team,Normal,Pending,450,30,420,480
BR-47588,AST-0075,SEC-036,ARAG,OHE Inspection,60,Medium,13:00,±60 min,Bridge Inspection Team,Normal,Pending,780,60,720,840
BR-47589,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-47590,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,19:15,±30 min,OHE Team,Urgent,Pending,1155,30,1125,1185
BR-47591,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,17:45,Fixed,OHE Team,Urgent,Pending,1065,0,1065,1065
BR-47592,AST-0027,SEC-026,PRLI,Track Inspection,60,High,10:00,±30 min,Track Maintenance Team,Normal,Pending,600,30,570,630
BR-47593,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290
BR-47594,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,10:30,±30 min,OHE Team,Normal,Pending,630,30,600,660
BR-47595,AST-0063,SEC-019,MKU,Bridge Inspection,45,Low,01:30,±30 min,Signal Team,Normal,Pending,90,30,60,120
BR-47596,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275
BR-47597,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±30 min,Track Maintenance Team,Urgent,Pending,810,30,780,840
BR-47598,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,15:30,±15 min,Track Maintenance Team,Normal,Pending,930,15,915,945
BR-47599,AST-0012,SEC-015,JEUR,Signal Maintenance,120,Low,15:45,±30 min,Bridge Inspection Team,Urgent,Pending,945,30,915,975
BR-47600,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:30,±30 min,Bridge Inspection Team,Normal,Pending,750,30,720,780
BR-47601,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:45,±15 min,Track Maintenance Team,Normal,Pending,465,15,450,480
BR-47602,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,03:15,±30 min,Track Maintenance Team,Normal,Pending,195,30,165,225
BR-47603,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,Fixed,Bridge Inspection Team,Normal,Pending,600,0,600,600
BR-47604,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:30,±15 min,Track Maintenance Team,Normal,Pending,450,15,435,465
BR-47605,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,12:00,±15 min,OHE Team,Normal,Pending,720,15,705,735
BR-47606,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,06:15,Fixed,Signal Team,Urgent,Pending,375,0,375,375
BR-47607,AST-0141,SEC-022,SUR,Point Machine Maintenance,45,Medium,10:15,±60 min,Track Maintenance Team,Normal,Pending,615,60,555,675
BR-47608,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320
BR-47609,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,20:00,±15 min,Signal Team,Urgent,Pending,1200,15,1185,1215
BR-47610,AST-0021,SEC-021,MZR,Signal Maintenance,90,High,15:30,Fixed,OHE Team,Normal,Pending,930,0,930,930
BR-47611,AST-0059,SEC-021,BD,Track Renewal,30,Medium,01:15,±30 min,Signal Team,Urgent,Pending,75,30,45,105
BR-47612,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,12:00,±60 min,OHE Team,Normal,Pending,720,60,660,780
BR-47613,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,02:45,Fixed,OHE Team,Normal,Pending,165,0,165,165
BR-47614,AST-0027,SEC-026,PRLI,Track Inspection,75,High,14:15,±15 min,Track Maintenance Team,Normal,Pending,855,15,840,870
BR-47615,AST-0127,SEC-010,DHI,Point Machine Maintenance,30,Medium,06:30,±15 min,Signal Team,Urgent,Pending,390,15,375,405
BR-47616,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,15:30,±30 min,OHE Team,Normal,Pending,930,30,900,960
BR-47617,AST-0121,SEC-028,CND,Track Renewal,45,High,06:45,±30 min,Track Maintenance Team,Urgent,Pending,405,30,375,435
BR-47618,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,02:30,±15 min,Signal Team,Normal,Pending,150,15,135,165
BR-47619,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795
BR-47620,AST-0121,SEC-028,CND,Track Renewal,120,High,03:30,±30 min,Track Maintenance Team,Urgent,Pending,210,30,180,240
BR-47621,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,02:30,Fixed,OHE Team,Normal,Pending,150,0,150,150
BR-47622,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825
BR-47623,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-47624,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,13:15,Fixed,Bridge Inspection Team,Urgent,Pending,795,0,795,795
BR-47625,AST-0183,SEC-008,PC,Signal Maintenance,75,High,16:15,±60 min,Bridge Inspection Team,Normal,Pending,975,60,915,1035
BR-47626,AST-0163,SEC-050,RPH,Point Machine Maintenance,90,Critical,07:30,Fixed,Track Maintenance Team,Urgent,Pending,450,0,450,450
BR-47627,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,06:45,±30 min,Bridge Inspection Team,Normal,Pending,405,30,375,435
BR-47628,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,16:15,±60 min,Track Maintenance Team,Urgent,Pending,975,60,915,1035
BR-47629,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,20:45,±30 min,OHE Team,Urgent,Pending,1245,30,1215,1275
BR-47630,AST-0059,SEC-021,BD,Track Renewal,30,Medium,11:45,±60 min,Signal Team,Urgent,Pending,705,60,645,765
