asset_id,asset_type,section_id,nearest_station_code,age_years,condition_score,failure_count_24m,days_since_last_maintenance,usage_percent,criticality,asset_risk_score,maintenance_priority
AST-46580,Track,SEC-280,PGT,29,68.93,2,208,61,Medium,40.85,Medium
AST-46581,Point Machine,SEC-105,OGL,8,86.25,1,86,94,High,31.78,Low
AST-46582,OHE,SEC-234,KPD,18,75.29,2,200,73,High,45.58,Medium
AST-46583,Level Crossing,SEC-065,MLB,14,64.48,1,496,47,Medium,38.08,Medium
AST-46584,Bridge,SEC-478,RDRA,13,64.89,1,438,58,Low,29.37,Low
AST-46585,OHE,SEC-429,CPP,11,81.15,1,279,64,High,49.76,Medium
AST-46586,Bridge,SEC-093,BWN,19,70.06,1,188,100,Medium,41.94,Medium
AST-46587,Track,SEC-329,NH,35,69.5,4,252,62,High,48.9,Medium
AST-46588,Level Crossing,SEC-224,GKP,14,35.39,1,676,74,Medium,54.15,Medium
AST-46589,Bridge,SEC-292,PGT,32,44.03,4,413,100,High,65.18,High
AST-46590,Bridge,SEC-427,KQR,16,71.91,4,253,43,Medium,35.53,Medium
AST-46591,Bridge,SEC-238,VAK,19,71.92,1,694,69,High,49.8,Medium
AST-46592,Signal,SEC-223,BVH,28,67.86,2,888,37,High,64.39,High
AST-46593,Track,SEC-265,SDLP,35,58.98,4,333,50,Medium,38.17,Medium
AST-46594,Track,SEC-278,GKP,22,58.55,2,352,73,Medium,42.05,Medium
AST-46595,Point Machine,SEC-412,KOU,35,63.62,3,161,63,High,55.79,High
AST-46596,Track,SEC-186,NLR,32,47.72,6,849,57,High,73.2,High
AST-46597,Bridge,SEC-109,TCR,13,67.73,5,743,57,Critical,70.14,High
AST-46598,Bridge,SEC-422,ARA,28,64.27,1,409,77,Medium,45.18,Medium
AST-46599,Level Crossing,SEC-032,PDY,26,33.28,3,767,73,High,70.98,High
AST-46600,OHE,SEC-131,NAD,8,68.09,2,657,60,Low,35.54,Medium
AST-46601,Point Machine,SEC-179,PBH,15,65.45,1,429,65,Low,30.87,Low
AST-46602,OHE,SEC-192,CNB,8,80.91,7,465,53,High,66.26,High
AST-46603,Signal,SEC-297,PNP,17,67.49,1,592,37,Critical,65.48,High
AST-46604,Level Crossing,SEC-080,QLD,12,56.46,2,786,42,High,56.42,High
AST-46605,Track,SEC-107,KFPR,3,86.11,1,240,65,High,45.9,Medium
AST-46606,Point Machine,SEC-340,CMZ,24,59.61,1,238,31,Medium,34.64,Low
AST-46607,Track,SEC-243,KPD,6,76.23,2,634,59,Medium,32.68,Low
AST-46608,Point Machine,SEC-473,MYR,26,63.16,1,117,44,Critical,52.48,Medium
AST-46609,Point Machine,SEC-067,JAIS,23,52.59,8,476,53,Medium,54.49,Medium
AST-46610,Level Crossing,SEC-039,NJP,12,83.41,2,297,46,High,44.85,Medium
AST-46611,Point Machine,SEC-216,KMNC,26,59.14,2,579,53,Medium,42.47,Medium
AST-46612,Bridge,SEC-009,KMT,10,78.76,2,348,55,Medium,35.3,Medium
AST-46613,Bridge,SEC-401,JL,35,62.71,3,367,51,Medium,50.06,Medium
AST-46614,OHE,SEC-289,GKM,27,49.67,4,158,31,Medium,38.55,Medium
AST-46615,OHE,SEC-089,UJA,33,36.05,2,451,41,Low,29.6,Low
AST-46616,Bridge,SEC-128,SLW,20,72.3,2,454,81,Medium,35.99,Medium
AST-46617,Bridge,SEC-194,BPP,16,69.56,2,301,62,Medium,41.2,Medium
AST-46618,Level Crossing,SEC-145,SMR,13,75.43,1,471,70,Medium,40.09,Medium
AST-46619,Level Crossing,SEC-043,JWB,18,71.25,1,796,30,High,54.96,Medium
AST-46620,Track,SEC-369,PBH,7,66.54,1,722,40,Medium,37.24,Medium
AST-46621,Bridge,SEC-258,MUR,1,91.86,1,13,74,Critical,51.33,Medium
AST-46622,Bridge,SEC-386,HVR,6,66.17,2,350,89,High,50.75,Medium
AST-46623,Signal,SEC-006,GZN,10,70.53,2,624,73,High,54.72,Medium
AST-46624,Track,SEC-207,SBC,21,78.7,0,13,40,High,35.25,Medium
AST-46625,Bridge,SEC-353,PUNE,21,62.69,5,417,66,High,55.45,High
AST-46626,OHE,SEC-237,BKP,30,72.04,0,191,63,High,49.73,Medium
AST-46627,Bridge,SEC-076,DHO,2,93.04,2,322,32,Medium,21.02,Low
AST-46628,Signal,SEC-458,FKM,19,57.78,3,494,69,High,61.87,High
AST-46629,Signal,SEC-011,KUH,35,40.49,3,746,100,Low,47.55,Medium
AST-46630,Signal,SEC-493,KTSH,30,67.67,0,128,35,Critical,59.99,High
AST-46631,Track,SEC-473,KUR,9,78.92,1,388,56,High,50.04,Medium
AST-46632,Bridge,SEC-264,BBK,11,91.49,0,13,64,Critical,47.81,Medium
AST-46633,Bridge,SEC-319,DD,31,48.18,4,626,49,High,55.98,High
AST-46634,Point Machine,SEC-374,TLHD,2,84.31,2,357,20,High,43.82,Medium
AST-46635,Bridge,SEC-461,MDN,22,72.6,3,265,45,Medium,35.92,Medium
AST-46636,Bridge,SEC-335,IAA,19,59.87,1,390,64,Medium,39.29,Medium
AST-46637,Signal,SEC-095,KMBL,5,62.04,3,691,30,Medium,43.36,Medium
AST-46638,Track,SEC-117,TNA,22,64.27,1,604,39,Critical,68.28,High
AST-46639,Track,SEC-048,SDB,15,78.41,4,495,69,High,56.79,High
AST-46640,Track,SEC-397,KRR,21,72.19,3,417,86,Critical,65.84,High
AST-46641,Signal,SEC-346,NJP,34,48.39,8,888,84,Low,55.44,High
AST-46642,Bridge,SEC-447,BTJL,13,70.03,4,391,57,Medium,49.41,Medium
AST-46643,Bridge,SEC-194,ATP,35,31.41,8,886,44,High,77.41,Critical
AST-46644,Bridge,SEC-386,DGG,16,74.07,1,302,75,Critical,62.65,High
AST-46645,Level Crossing,SEC-285,PRG,25,61.79,2,551,51,High,59.03,High
AST-46646,Level Crossing,SEC-487,TIG,22,69.18,2,612,76,High,52.28,Medium
AST-46647,OHE,SEC-078,DD,20,63.84,5,389,49,Critical,78.35,Critical
AST-46648,Bridge,SEC-236,STR,6,67.53,1,283,73,Medium,30.91,Low
AST-46649,Point Machine,SEC-209,BGMR,32,65.71,2,72,70,Critical,54.16,Medium
AST-46650,Signal,SEC-440,RMR,20,60.06,8,757,64,Critical,84.26,Critical
AST-46651,OHE,SEC-314,GTL,17,74.51,3,336,43,High,49.55,Medium
AST-46652,Track,SEC-315,MOZ,7,71.6,0,161,55,High,38.93,Medium
AST-46653,Track,SEC-196,CBF,13,77.7,0,435,51,Low,21.98,Low
AST-46654,Signal,SEC-495,NJP,27,57.53,2,452,57,High,63.47,High
AST-46655,OHE,SEC-275,KKLU,35,45.53,1,513,71,High,70.07,High
AST-46656,Track,SEC-004,TUVR,18,57.78,3,327,59,High,60.99,High
AST-46657,Level Crossing,SEC-229,JNU,21,68.91,1,43,48,High,45.26,Medium
AST-46658,Point Machine,SEC-458,MVO,12,77.37,2,437,35,High,46.43,Medium
AST-46659,Signal,SEC-248,CAP,18,63.37,5,643,38,High,62.28,High
AST-46660,Track,SEC-401,JBP,6,76.38,3,513,24,Medium,30.41,Low
AST-46661,Bridge,SEC-009,LS,18,61.32,1,623,62,Medium,48.15,Medium
AST-46662,OHE,SEC-164,BEW,14,70.88,1,236,44,High,46.68,Medium
AST-46663,Bridge,SEC-469,NDD,28,41.66,4,385,44,Low,35.54,Medium
AST-46664,Track,SEC-019,BALU,22,68.26,2,517,48,Critical,68.01,High
AST-46665,Point Machine,SEC-042,SI,3,84.55,1,199,42,High,36.96,Medium
AST-46666,OHE,SEC-391,BAY,26,58.49,2,134,20,High,46.63,Medium
AST-46667,Point Machine,SEC-269,ET,13,71.99,2,213,64,Medium,29.32,Low
AST-46668,OHE,SEC-230,KUR,23,51.5,1,276,79,Low,36.26,Medium
AST-46669,OHE,SEC-277,STA,31,63.12,2,208,47,High,46.87,Medium
AST-46670,Track,SEC-041,BPA,19,72.64,2,697,54,Medium,36.84,Medium
AST-46671,Level Crossing,SEC-336,AGC,30,43.36,8,619,88,Critical,72.36,High
AST-46672,Track,SEC-122,HBJ,9,72.89,3,478,56,High,52.74,Medium
AST-46673,Signal,SEC-174,BWN,25,55.38,0,866,20,High,54.51,Medium
AST-46674,Track,SEC-462,BBS,19,62.57,1,548,68,Critical,71.59,High
AST-46675,Bridge,SEC-091,PVP,1,80.9,3,571,37,High,55.91,High
AST-46676,Signal,SEC-039,LNL,24,71.16,0,324,29,Medium,34.66,Low
AST-46677,Bridge,SEC-101,GWL,35,59.64,2,232,20,Medium,37.77,Medium
AST-46678,Signal,SEC-108,USD,31,63.22,2,416,64,High,53.14,Medium
AST-46679,Track,SEC-241,BRC,13,72.84,0,577,48,High,46.5,Medium
AST-46680,Level Crossing,SEC-475,DDE,27,64.52,2,276,62,Critical,59.55,High
AST-46681,Track,SEC-162,RJY,24,60.49,4,279,22,High,48.27,Medium
AST-46682,Level Crossing,SEC-286,GDA,8,64.39,4,453,68,High,60.11,High
AST-46683,OHE,SEC-434,FYZ,27,60.83,4,738,58,Medium,46.2,Medium
AST-46684,Track,SEC-468,KQR,9,85.23,2,263,94,High,47.34,Medium
AST-46685,Point Machine,SEC-033,RXL,9,77.31,0,132,80,High,36.59,Medium
AST-46686,Bridge,SEC-017,NU,16,54.09,0,394,88,Medium,43.54,Medium
AST-46687,Track,SEC-148,PMKT,35,49.83,2,475,78,Critical,74.2,High
AST-46688,Point Machine,SEC-103,CAPE,1,83.15,1,771,70,Low,21.64,Low
AST-46689,Point Machine,SEC-286,BCH,21,68.8,2,13,54,High,38.34,Medium
AST-46690,Point Machine,SEC-460,BPP,16,70.05,1,314,90,Medium,38.97,Medium
AST-46691,Track,SEC-079,BSR,1,93.79,4,257,63,Critical,58.55,High
AST-46692,Track,SEC-473,AUBR,16,64.12,5,423,60,Critical,65.29,High
AST-46693,Level Crossing,SEC-063,VG,14,75.37,4,589,33,Medium,44.42,Medium
AST-46694,Track,SEC-274,BHUJ,22,65.32,4,445,59,High,51.38,Medium
AST-46695,OHE,SEC-461,KPG,22,55.46,2,13,66,High,40.2,Medium
AST-46696,Bridge,SEC-045,TDO,35,54.85,3,518,41,Medium,50.35,Medium
AST-46697,OHE,SEC-337,DNKL,24,49.51,1,457,53,Low,33.06,Low
AST-46698,Track,SEC-190,KASR,35,62.06,4,470,61,Medium,47.25,Medium
AST-46699,Bridge,SEC-439,SC,10,76.28,2,666,73,Low,26.45,Low
AST-46700,Signal,SEC-491,CKP,35,52.9,4,271,92,High,50.94,Medium
AST-46701,OHE,SEC-419,NN,23,63.89,4,445,39,Critical,67.58,High
AST-46702,Level Crossing,SEC-098,ANVR,10,70.79,3,794,48,High,61.66,High
AST-46703,Bridge,SEC-132,HN,22,63.26,3,13,65,High,43.21,Medium
AST-46704,OHE,SEC-360,MHRG,28,47.02,2,526,44,Critical,64.99,High
AST-46705,Signal,SEC-041,AKT,20,75.93,0,197,45,Critical,51.32,Medium
AST-46706,Signal,SEC-063,NLPD,15,58.78,2,519,41,Medium,40.29,Medium
AST-46707,Bridge,SEC-073,MKA,16,78.22,0,569,59,Medium,34.46,Low
AST-46708,Point Machine,SEC-465,JBP,28,66.82,2,13,74,Medium,28.23,Low
AST-46709,Track,SEC-283,SGO,24,75.43,3,520,65,High,53.9,Medium
AST-46710,Point Machine,SEC-286,JMP,19,69.73,1,599,68,Medium,34.59,Low
AST-46711,OHE,SEC-223,BTC,27,63.3,2,173,46,Medium,36.17,Medium
AST-46712,Bridge,SEC-332,KY,26,56.54,8,535,28,Critical,86.88,Critical
AST-46713,Bridge,SEC-379,JAT,31,48.92,4,469,49,Low,38.3,Medium
AST-46714,OHE,SEC-485,BRNA,21,61.97,2,493,52,High,54.87,Medium
AST-46715,OHE,SEC-286,GTK,18,61.34,1,495,87,Medium,42.67,Medium
AST-46716,Point Machine,SEC-142,BRDA,12,54.49,3,689,20,High,54.73,Medium
AST-46717,Signal,SEC-236,KGP,10,82.64,2,663,25,Critical,58.19,High
AST-46718,Signal,SEC-466,DURG,23,66.43,0,256,26,Low,22.48,Low
AST-46719,Signal,SEC-324,VKI,30,73.12,1,149,46,High,44.23,Medium
AST-46720,Track,SEC-405,TDO,24,54.81,4,354,81,Low,37.25,Medium
AST-46721,Signal,SEC-418,ADI,6,84.8,1,525,70,Critical,63.32,High
AST-46722,Point Machine,SEC-384,MRGA,28,61.18,3,247,57,Medium,45.75,Medium
AST-46723,Point Machine,SEC-243,BPRD,27,53.17,3,487,79,High,61.28,High
AST-46724,Bridge,SEC-053,TNM,11,68.9,1,347,32,Medium,40.45,Medium
AST-46725,OHE,SEC-241,PUNE,19,51.29,3,780,46,High,68.81,High
AST-46726,Level Crossing,SEC-318,MUV,15,80.68,1,96,46,High,28.83,Low
AST-46727,Bridge,SEC-365,DHT,24,68.0,2,440,53,Critical,65.09,High
AST-46728,Bridge,SEC-012,MGS,7,72.01,2,475,87,High,46.92,Medium
AST-46729,Signal,SEC-109,GZB,12,61.84,2,329,80,Critical,61.54,High
AST-46730,Track,SEC-125,BCH,20,68.31,2,557,20,Medium,45.78,Medium
AST-46731,OHE,SEC-206,TIG,25,72.88,5,134,66,Critical,55.25,High
AST-46732,Point Machine,SEC-350,KZU,29,67.27,2,494,20,High,50.12,Medium
AST-46733,OHE,SEC-270,SWM,31,59.35,1,394,72,High,50.03,Medium
AST-46734,Point Machine,SEC-460,BTS,22,45.51,3,703,62,High,73.19,High
AST-46735,Point Machine,SEC-127,UJN,17,73.65,3,148,20,Critical,60.58,High
AST-46736,Bridge,SEC-407,AII,15,74.79,2,52,83,Critical,53.6,Medium
AST-46737,OHE,SEC-405,DRU,19,74.41,3,96,89,Medium,48.68,Medium
AST-46738,Level Crossing,SEC-125,WHM,23,74.89,4,533,65,High,52.5,Medium
AST-46739,Signal,SEC-398,SC,19,56.27,5,501,90,Medium,51.35,Medium
AST-46740,Track,SEC-228,LTRR,22,70.9,2,165,100,Critical,59.71,High
AST-46741,Signal,SEC-409,RRB,29,59.14,1,467,40,High,48.13,Medium
AST-46742,Signal,SEC-384,CSTM,18,50.74,3,723,81,High,65.88,High
AST-46743,OHE,SEC-005,PSA,6,76.33,2,597,44,Medium,31.84,Low
AST-46744,Signal,SEC-140,IPM,12,60.86,1,526,70,Low,34.14,Low
AST-46745,Point Machine,SEC-262,JSME,18,73.0,2,298,22,Low,27.47,Low
AST-46746,Point Machine,SEC-029,VM,10,72.43,1,634,56,Medium,29.44,Low
AST-46747,Point Machine,SEC-481,KVZ,20,65.88,2,42,76,High,44.01,Medium
AST-46748,Point Machine,SEC-038,SDB,29,62.03,2,398,47,Medium,43.5,Medium
AST-46749,OHE,SEC-072,LDH,23,61.12,6,459,32,Medium,44.92,Medium
AST-46750,OHE,SEC-119,TPH,28,61.02,4,303,73,High,60.8,High
AST-46751,OHE,SEC-423,TNA,29,59.58,5,774,20,Critical,74.21,High
AST-46752,Bridge,SEC-219,HWH,17,75.66,3,139,63,High,35.79,Medium
AST-46753,OHE,SEC-118,RKSN,10,83.15,1,435,34,High,48.02,Medium
AST-46754,Bridge,SEC-449,PND,10,57.87,7,749,34,Low,36.69,Medium
AST-46755,Bridge,SEC-136,ET,7,66.26,4,407,69,Medium,42.27,Medium
AST-46756,Bridge,SEC-291,TUNI,10,68.46,2,565,50,Low,31.6,Low
AST-46757,Bridge,SEC-459,TDLE,20,52.52,2,831,84,High,70.96,High
AST-46758,Point Machine,SEC-033,KVR,17,73.68,0,170,40,High,41.36,Medium
AST-46759,OHE,SEC-021,PRLI,31,57.68,5,265,64,High,65.88,High
AST-46760,Bridge,SEC-325,DLJ,11,45.42,4,751,94,High,61.39,High
AST-46761,Level Crossing,SEC-127,BWN,16,78.35,5,498,93,High,51.45,Medium
AST-46762,OHE,SEC-142,ST,19,61.29,3,391,41,Low,30.24,Low
AST-46763,Bridge,SEC-428,KYN,7,84.26,4,257,53,Medium,26.0,Low
AST-46764,Bridge,SEC-318,EKI,35,50.14,4,454,87,Critical,78.03,Critical
AST-46765,Signal,SEC-362,MSB,15,79.82,1,125,83,Medium,26.9,Low
AST-46766,Point Machine,SEC-491,KOAA,30,59.91,3,436,86,High,46.13,Medium
AST-46767,OHE,SEC-026,PBN,32,65.67,1,258,68,Low,31.96,Low
AST-46768,OHE,SEC-285,PAY,35,49.75,2,383,61,Low,35.2,Medium
AST-46769,Point Machine,SEC-280,NGP,35,49.21,6,549,58,Medium,54.46,Medium
AST-46770,OHE,SEC-434,HMY,35,60.52,3,573,45,High,55.03,High
AST-46771,Track,SEC-119,CHE,19,50.82,7,618,54,High,70.34,High
AST-46772,Track,SEC-365,KNW,3,67.75,4,554,38,Critical,61.36,High
AST-46773,Signal,SEC-403,FL,15,73.6,0,260,66,Low,24.69,Low
AST-46774,Point Machine,SEC-140,HWH,16,68.13,2,327,79,Critical,73.58,High
AST-46775,OHE,SEC-399,RSR,21,75.47,3,341,20,High,44.62,Medium
AST-46776,Track,SEC-224,KJM,17,90.23,1,344,39,High,37.56,Medium
AST-46777,Signal,SEC-327,HSRA,23,63.55,7,605,63,Medium,53.01,Medium
AST-46778,Bridge,SEC-463,BTT,20,75.76,2,13,57,Medium,24.22,Low
AST-46779,Point Machine,SEC-184,HW,7,75.93,1,340,60,High,41.46,Medium
AST-46780,OHE,SEC-429,MGS,32,61.19,2,301,84,High,65.23,High
AST-46781,Track,SEC-347,TOK,24,64.73,2,229,59,Critical,55.11,High
AST-46782,Bridge,SEC-450,TLH,29,42.82,6,888,75,Medium,58.92,High
AST-46783,Track,SEC-421,SGJ,26,46.78,4,417,60,Critical,72.27,High
AST-46784,OHE,SEC-095,BAM,28,72.08,2,135,40,Medium,32.78,Low
AST-46785,OHE,SEC-128,UDL,13,67.83,1,650,68,High,57.77,High
AST-46786,Signal,SEC-280,HRV,35,57.26,3,93,56,Critical,60.98,High
AST-46787,Point Machine,SEC-087,BGU,28,53.3,0,203,24,Medium,38.69,Medium
AST-46788,OHE,SEC-391,LKO,23,57.43,2,610,83,Low,36.92,Medium
AST-46789,Bridge,SEC-061,KYQ,21,74.11,2,18,29,Medium,27.99,Low
AST-46790,OHE,SEC-336,BUH,13,98.54,1,13,43,Medium,28.44,Low
AST-46791,Track,SEC-252,BXP,27,58.74,3,117,53,Medium,43.26,Medium
AST-46792,Track,SEC-106,NPD,21,46.73,4,781,85,Critical,83.7,Critical
AST-46793,Signal,SEC-487,NH,28,64.03,3,817,20,High,63.95,High
AST-46794,Bridge,SEC-168,KAV,24,71.02,3,433,69,High,44.63,Medium
AST-46795,Point Machine,SEC-075,ST,18,43.18,9,865,68,High,79.48,Critical
AST-46796,Signal,SEC-159,TRVL,13,73.7,3,473,65,High,47.29,Medium
AST-46797,Signal,SEC-425,DOS,21,55.44,9,749,20,Low,44.17,Medium
AST-46798,Track,SEC-082,FTG,35,48.97,2,240,88,Low,37.53,Medium
AST-46799,OHE,SEC-331,PND,28,64.36,0,13,85,High,43.77,Medium
AST-46800,Track,SEC-470,GELA,28,58.16,2,362,57,Critical,63.23,High
AST-46801,Track,SEC-318,ET,21,66.18,2,645,68,High,55.37,High
AST-46802,Level Crossing,SEC-395,ADRA,27,64.76,2,341,84,Critical,63.88,High
AST-46803,OHE,SEC-003,GDU,34,54.52,0,353,32,High,43.24,Medium
AST-46804,Track,SEC-038,AFK,35,77.65,3,184,30,High,42.14,Medium
AST-46805,Signal,SEC-431,BNR,16,71.5,4,214,82,High,52.53,Medium
AST-46806,Level Crossing,SEC-192,KRE,8,71.02,1,439,59,Medium,39.17,Medium
AST-46807,Bridge,SEC-316,LAR,23,47.48,5,654,99,Low,53.03,Medium
AST-46808,Bridge,SEC-010,SHTT,28,71.98,5,327,43,High,51.41,Medium
AST-46809,OHE,SEC-331,PNVL,6,78.53,1,608,43,Critical,66.34,High
AST-46810,Point Machine,SEC-200,AGN,18,54.75,3,691,58,Medium,52.31,Medium
AST-46811,OHE,SEC-356,JP,17,65.17,0,288,49,Medium,32.66,Low
AST-46812,Track,SEC-359,CBF,23,63.96,4,611,20,Low,42.5,Medium
AST-46813,Bridge,SEC-167,AMPA,15,77.84,1,135,70,Medium,49.98,Medium
AST-46814,Track,SEC-042,PURI,1,67.03,3,888,68,High,70.07,High
AST-46815,Track,SEC-208,HNM,21,66.91,4,441,28,Low,25.99,Low
AST-46816,Level Crossing,SEC-255,MOR,26,44.1,2,888,44,Medium,63.84,High
AST-46817,Point Machine,SEC-159,CRJ,29,54.89,1,420,50,Low,30.01,Low
AST-46818,Bridge,SEC-493,AB,27,47.24,0,761,21,High,68.23,High
AST-46819,Track,SEC-238,PANP,25,55.04,3,583,69,Medium,43.62,Medium
AST-46820,Level Crossing,SEC-121,LKO,17,69.52,2,481,49,Critical,54.27,Medium
AST-46821,Signal,SEC-058,BTT,19,62.9,1,90,65,Low,26.09,Low
AST-46822,Track,SEC-483,CPK,10,75.13,2,497,62,Low,19.86,Low
AST-46823,Level Crossing,SEC-198,SHDR,17,65.85,1,519,83,High,56.83,High
AST-46824,Signal,SEC-038,MDN,33,47.28,5,498,83,Critical,79.76,Critical
AST-46825,OHE,SEC-113,BAHI,35,55.77,0,256,44,Critical,57.48,High
AST-46826,Bridge,SEC-353,KTE,26,61.07,4,663,41,Critical,76.34,Critical
AST-46827,Signal,SEC-171,KTE,22,80.95,0,13,32,High,31.99,Low
AST-46828,Level Crossing,SEC-398,VKI,26,43.31,4,420,90,Low,40.0,Medium
AST-46829,OHE,SEC-080,TAZ,27,50.64,5,509,65,Critical,79.59,Critical
AST-46830,Track,SEC-349,HBJ,17,67.08,2,469,67,High,52.9,Medium
AST-46831,Point Machine,SEC-356,SRPM,25,72.69,2,239,34,Medium,29.64,Low
AST-46832,Bridge,SEC-195,PER,33,58.22,2,133,87,Medium,49.08,Medium
AST-46833,Signal,SEC-356,VZM,23,56.58,5,441,100,Medium,45.75,Medium
AST-46834,Signal,SEC-137,STA,35,52.5,3,487,52,High,50.88,Medium
AST-46835,OHE,SEC-462,ADI,12,53.1,1,605,71,Low,43.9,Medium
AST-46836,Track,SEC-376,UBC,28,69.9,1,225,20,High,48.07,Medium
AST-46837,OHE,SEC-003,KTW,24,61.6,4,501,45,High,55.88,High
AST-46838,OHE,SEC-294,DVD,14,59.53,4,724,76,Critical,70.76,High
AST-46839,Bridge,SEC-071,RQJ,16,77.62,0,257,44,Critical,57.82,High
AST-46840,OHE,SEC-161,AGN,24,86.06,5,337,35,Low,28.21,Low
AST-46841,Point Machine,SEC-015,ORAI,16,65.34,7,832,61,High,69.16,High
AST-46842,Track,SEC-056,CSTM,7,52.74,1,514,62,Critical,68.73,High
AST-46843,Bridge,SEC-045,NAD,15,80.42,2,156,50,Low,13.58,Low
AST-46844,Level Crossing,SEC-260,JUC,34,57.64,4,482,69,High,62.11,High
AST-46845,Signal,SEC-399,BCH,13,73.07,5,333,60,High,45.05,Medium
AST-46846,Level Crossing,SEC-337,LS,20,56.47,2,664,60,Medium,49.65,Medium
AST-46847,Signal,SEC-290,BAQ,21,65.78,0,407,78,High,56.3,High
AST-46848,Signal,SEC-413,ADQ,17,67.9,3,616,50,Low,35.8,Medium
AST-46849,Track,SEC-336,MLMR,13,81.46,2,382,64,Medium,19.64,Low
AST-46850,Signal,SEC-264,AB,25,55.52,3,384,100,High,55.49,High
AST-46851,Track,SEC-223,PGW,26,59.1,2,531,77,High,64.33,High
AST-46852,Point Machine,SEC-165,NTSK,1,83.08,0,203,30,High,36.1,Medium
AST-46853,Level Crossing,SEC-139,PPI,18,60.01,2,328,78,High,54.7,Medium
AST-46854,OHE,SEC-059,SRT,23,62.08,4,433,37,Critical,68.65,High
AST-46855,Signal,SEC-169,HYB,29,60.31,2,574,84,Low,39.44,Medium
AST-46856,OHE,SEC-042,PAK,21,71.78,4,605,55,Medium,42.74,Medium
AST-46857,Bridge,SEC-359,ASR,21,57.94,2,445,81,Critical,71.21,High
AST-46858,OHE,SEC-270,MAG,35,41.7,2,703,62,High,68.22,High
AST-46859,OHE,SEC-038,BDL,33,60.86,5,596,21,Low,44.16,Medium
AST-46860,OHE,SEC-019,VSKP,10,73.86,1,565,49,Medium,39.4,Medium
AST-46861,Bridge,SEC-169,JAA,28,52.71,3,743,25,Medium,48.25,Medium
AST-46862,Level Crossing,SEC-382,KMS,31,53.57,3,368,86,Critical,77.73,Critical
AST-46863,Point Machine,SEC-294,UJA,26,68.54,3,525,20,Medium,48.46,Medium
AST-46864,Level Crossing,SEC-022,GZB,33,57.63,1,586,71,High,57.09,High
AST-46865,Signal,SEC-432,KWV,1,83.36,2,424,33,Medium,27.87,Low
AST-46866,Bridge,SEC-214,GWL,27,67.83,3,312,37,High,48.58,Medium
AST-46867,Level Crossing,SEC-277,BRYA,11,63.32,3,305,42,High,40.02,Medium
AST-46868,Signal,SEC-389,MYG,25,62.39,3,460,61,High,47.72,Medium
AST-46869,Signal,SEC-235,BBK,16,64.12,2,330,56,Low,32.88,Low
AST-46870,Signal,SEC-462,BGS,25,56.85,0,211,87,High,54.92,Medium
AST-46871,Level Crossing,SEC-188,AWY,30,65.55,4,374,43,Critical,72.58,High
AST-46872,Level Crossing,SEC-317,POT,22,62.99,6,278,59,Critical,70.27,High
AST-46873,Bridge,SEC-474,GKP,5,84.68,0,13,23,Critical,44.82,Medium
AST-46874,Track,SEC-036,BNCE,35,41.31,6,695,100,High,76.62,Critical
AST-46875,OHE,SEC-127,AY,24,65.71,2,404,61,Medium,40.32,Medium
AST-46876,OHE,SEC-405,MBNR,15,67.23,2,511,60,Medium,46.31,Medium
AST-46877,Level Crossing,SEC-430,MAS,14,72.32,3,854,75,Medium,43.65,Medium
AST-46878,Signal,SEC-162,MKN,32,55.67,5,460,97,Low,46.29,Medium
AST-46879,Point Machine,SEC-497,MZP,21,73.87,1,374,49,Medium,27.11,Low
AST-46880,OHE,SEC-340,AHA,21,72.61,3,577,31,Low,31.4,Low
AST-46881,Track,SEC-205,MJ,9,90.76,0,142,26,Medium,25.5,Low
AST-46882,OHE,SEC-164,SEE,13,77.31,4,497,31,Low,35.06,Medium
AST-46883,Level Crossing,SEC-316,PBH,4,78.95,1,13,39,Critical,52.72,Medium
AST-46884,Signal,SEC-376,BRGA,18,69.56,1,206,49,High,45.71,Medium
AST-46885,Bridge,SEC-157,ET,17,60.38,5,594,27,Medium,43.54,Medium
AST-46886,OHE,SEC-076,NMZ,17,56.89,3,564,80,Low,36.41,Medium
AST-46887,Track,SEC-339,BE,24,72.45,1,13,45,Critical,49.41,Medium
AST-46888,Level Crossing,SEC-460,BLS,31,47.05,1,812,62,Medium,48.41,Medium
AST-46889,Track,SEC-005,LTT,18,57.75,2,573,100,Critical,71.23,High
AST-46890,Point Machine,SEC-004,PAA,19,67.99,6,607,56,Medium,34.75,Low
AST-46891,Bridge,SEC-119,BZM,11,63.64,3,568,39,High,63.26,High
AST-46892,Signal,SEC-337,MTD,26,63.34,2,216,43,Medium,35.01,Medium
AST-46893,OHE,SEC-358,BNDA,29,61.96,3,13,32,High,40.12,Medium
AST-46894,OHE,SEC-030,PNVL,18,66.57,3,615,43,Critical,71.4,High
AST-46895,Bridge,SEC-368,KNW,1,84.67,2,581,88,Medium,49.27,Medium
AST-46896,Track,SEC-332,AJJ,17,56.59,3,619,79,Critical,76.6,Critical
AST-46897,Point Machine,SEC-241,PNVL,21,64.88,5,888,54,High,67.05,High
AST-46898,Track,SEC-017,SV,14,71.53,2,467,74,Low,36.01,Medium
AST-46899,Signal,SEC-268,CAPE,32,66.47,0,346,45,Critical,52.49,Medium
AST-46900,Point Machine,SEC-297,YFP,17,63.08,2,677,81,Medium,50.23,Medium
AST-46901,OHE,SEC-006,TDLE,3,97.21,3,120,40,Medium,21.37,Low
